RootFolder,File,RelativePath,DateTime,DeleteFlag,Behaviour,Sex,Sp1,Count1,Sp2,Count2,Sp3,Count3,Juvenile,Favourite,Obs,Behaviour2,
Sumhal_YR1,IMG_0001.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-02-21 23:17:46,false,,,person,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0002.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-02-21 23:29:28,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0003.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-02-21 23:40:14,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0004.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-02-21 23:59:54,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0005.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-02-22 00:06:06,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0006.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-02-22 00:17:08,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0007.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-02-22 00:26:08,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0008.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-02-22 01:15:12,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0009.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-02-22 01:23:12,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0010.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-02-22 02:01:12,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0011.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-02-22 22:03:34,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0012.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-02-22 22:13:50,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0013.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-02-22 23:09:36,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0014.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-02-22 23:46:54,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0015.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-02-23 00:04:20,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0016.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-02-23 00:08:46,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0017.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-02-23 00:30:44,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0018.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-02-23 01:24:46,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0019.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-02-25 22:15:18,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0020.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-02-27 00:00:16,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0021.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-02-27 07:27:26,false,walking,,vulpes vulpes,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0022.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-02-27 07:27:44,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0023.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-02-28 10:02:50,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0024.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-02-28 23:09:16,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0025.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-02-28 23:42:52,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0026.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-03-02 00:00:16,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0027.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-03-03 03:24:04,false,walking,,vulpes vulpes,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0028.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-03-03 06:14:42,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0029.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-03-03 09:07:02,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0030.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-03-03 23:26:10,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0031.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-03-04 00:58:24,false,,,,0,,0,,0,false,false,,,
Sumhal_YR1,IMG_0032.AVI,Joxy\Rev4_20220329\Joxy001_21, 2022-03-04 10:55:44,false,,,,0,,0,,0,false,false,,,
