File,RelativePath,Folder,DateTime,ImageQuality,DeleteFlag,Behaviour,Sex,Sp1,Count1,Sp2,Count2,Sp3,Count3,Juvenile,Favourite,Obs,Behaviour2,
IMG_0197.AVI,Arbutus\Rev1_20211109\Aune001_19,vid_w_anim_1, 2021-10-26 20:21:54,Ok,false,,,,0,,0,,0,false,false,,,
IMG_0202.AVI,Arbutus\Rev1_20211109\Aune001_19,vid_w_anim_1, 2021-10-27 11:12:06,Ok,false,,,,0,,0,,0,false,false,,,
IMG_0040.MP4,Arbutus\Rev2_20211123\Aune_002_31,vid_w_anim_1, 2021-11-13 15:17:58,Ok,false,,,,0,,0,,0,false,false,,,
IMG_0042.MP4,Arbutus\Rev2_20211123\Aune_002_31,vid_w_anim_1, 2021-11-14 10:30:02,Ok,false,visits (using plant),,turdus merula,0,,0,,0,false,false,,,
IMG_0045.MP4,Arbutus\Rev2_20211123\Aune_002_31,vid_w_anim_1, 2021-11-14 12:08:02,Ok,false,probably eating,,turdus merula,0,,0,,0,false,false,,,
IMG_0049.MP4,Arbutus\Rev2_20211123\Aune_002_31,vid_w_anim_1, 2021-11-15 12:02:50,Ok,false,,,,0,,0,,0,false,false,,,
IMG_0066.MP4,Arbutus\Rev2_20211123\Aune_002_31,vid_w_anim_1, 2021-11-17 16:40:16,Ok,false,probably eating,,turdus merula,0,,0,,0,false,false,,,
IMG_0068.MP4,Arbutus\Rev2_20211123\Aune_002_31,vid_w_anim_1, 2021-11-17 18:22:32,Ok,false,eating,,turdus merula,0,,0,,0,false,false,,,
IMG_0070.MP4,Arbutus\Rev2_20211123\Aune_002_31,vid_w_anim_1, 2021-11-18 09:23:36,Ok,false,eating,,turdus merula,0,,0,,0,false,false,,,
IMG_0071.MP4,Arbutus\Rev2_20211123\Aune_002_31,vid_w_anim_1, 2021-11-18 10:20:14,Ok,false,eating,,turdus merula,0,,0,,0,false,true,,,
IMG_0077.MP4,Arbutus\Rev2_20211123\Aune_002_31,vid_w_anim_1, 2021-11-18 14:42:38,Ok,false,probably eating,,turdus merula,0,,0,,0,false,false,,,
IMG_0078.MP4,Arbutus\Rev2_20211123\Aune_002_31,vid_w_anim_1, 2021-11-18 17:49:06,Ok,false,eating,,turdus merula,0,,0,,0,false,false,,,
IMG_0134.MP4,Arbutus\Rev2_20211123\Aune_002_31,vid_w_anim_1, 2021-11-23 11:20:24,Ok,false,searching for food,,turdus merula,0,,0,,0,false,false,,,
IMG_0001.MP4,Arbutus\Rev2_20211123\Aune_003_33,vid_w_anim_1, 2021-11-09 14:14:40,Ok,false,,,,0,,0,,0,false,false,,,
IMG_0075.MP4,Arbutus\Rev2_20211123\Aune_003_33,vid_w_anim_1, 2021-11-19 14:24:20,Ok,false,,,,0,,0,,0,false,false,,,
IMG_0257.AVI,Arbutus\Rev4_20211210\Aune_001_19,vid_w_anim_1, 2021-11-27 17:56:54,Ok,false,eating,,turdus merula,0,,0,,0,false,false,,,
IMG_0365.AVI,Arbutus\Rev4_20211210\Aune_001_19,vid_w_anim_1, 2021-11-29 14:25:48,Ok,false,probably eating,,turdus merula,0,,0,,0,false,false,,,
IMG_0001.MP4,Arbutus\Rev4_20211210\Aune_002_31,vid_w_anim_1, 2021-11-23 13:14:00,Ok,false,,,,0,,0,,0,false,false,,,
IMG_0063.MP4,Arbutus\Rev4_20211210\Aune_002_31,vid_w_anim_1, 2021-11-24 11:45:52,Ok,false,eating,,turdus merula,0,,0,,0,false,false,,,
IMG_0124.MP4,Arbutus\Rev4_20211210\Aune_002_31,vid_w_anim_1, 2021-11-26 13:50:32,Ok,false,eating,,turdus merula,0,,0,,0,false,false,,,
IMG_0205.MP4,Arbutus\Rev4_20211210\Aune_002_31,vid_w_anim_1, 2021-11-27 17:01:22,Ok,false,eating,,turdus merula,0,,0,,0,false,false,,,
IMG_0210.MP4,Arbutus\Rev4_20211210\Aune_002_31,vid_w_anim_1, 2021-11-28 08:55:16,Ok,false,searching for food,,turdus merula,0,,0,,0,false,false,,,
IMG_0320.MP4,Arbutus\Rev4_20211210\Aune_002_31,vid_w_anim_1, 2021-11-29 12:34:06,Ok,false,eating,,turdus merula,0,,0,,0,false,true,,,
IMG_0328.MP4,Arbutus\Rev4_20211210\Aune_002_31,vid_w_anim_1, 2021-11-30 11:56:20,Ok,false,probably eating,,turdus merula,0,,0,,0,false,false,,,
IMG_0342.MP4,Arbutus\Rev4_20211210\Aune_002_31,vid_w_anim_1, 2021-12-01 13:42:21,Ok,false,eating,,turdus merula,0,,0,,0,false,false,,,
IMG_0347.MP4,Arbutus\Rev4_20211210\Aune_002_31,vid_w_anim_1, 2021-12-02 11:10:58,Ok,false,eating,,turdus merula,0,,0,,0,false,false,,,
IMG_0348.MP4,Arbutus\Rev4_20211210\Aune_002_31,vid_w_anim_1, 2021-12-02 11:11:22,Ok,false,eating,,turdus merula,0,,0,,0,false,false,,,
IMG_0421.MP4,Arbutus\Rev4_20211210\Aune_002_31,vid_w_anim_1, 2021-12-03 16:19:18,Ok,false,,,,0,,0,,0,false,false,,,
IMG_0429.MP4,Arbutus\Rev4_20211210\Aune_002_31,vid_w_anim_1, 2021-12-04 16:15:16,Ok,false,searching for food,,turdus merula,0,,0,,0,false,false,,,
IMG_0436.MP4,Arbutus\Rev4_20211210\Aune_002_31,vid_w_anim_1, 2021-12-05 09:44:48,Ok,false,eating,,turdus merula,0,,0,,0,false,false,,,
IMG_0445.MP4,Arbutus\Rev4_20211210\Aune_002_31,vid_w_anim_1, 2021-12-05 14:45:36,Ok,false,eating,,turdus merula,0,,0,,0,false,false,,,
IMG_0447.MP4,Arbutus\Rev4_20211210\Aune_002_31,vid_w_anim_1, 2021-12-05 14:52:10,Ok,false,visits (using plant),,turdus merula,0,,0,,0,false,false,,,
IMG_0476.MP4,Arbutus\Rev4_20211210\Aune_002_31,vid_w_anim_1, 2021-12-07 13:06:34,Ok,false,probably eating,,turdus merula,0,,0,,0,false,false,,,
IMG_0482.MP4,Arbutus\Rev4_20211210\Aune_002_31,vid_w_anim_1, 2021-12-07 16:11:14,Ok,false,visits (using plant),,turdus merula,0,,0,,0,false,false,,,
IMG_0483.MP4,Arbutus\Rev4_20211210\Aune_002_31,vid_w_anim_1, 2021-12-07 16:12:02,Ok,false,searching for food,,turdus merula,0,,0,,0,false,false,,,
IMG_0484.MP4,Arbutus\Rev4_20211210\Aune_002_31,vid_w_anim_1, 2021-12-07 16:12:13,Ok,false,searching for food,,turdus merula,0,,0,,0,false,false,,,
IMG_0485.MP4,Arbutus\Rev4_20211210\Aune_002_31,vid_w_anim_1, 2021-12-07 19:02:38,Ok,false,eating,,turdus merula,0,,0,,0,false,false,,,
IMG_0486.MP4,Arbutus\Rev4_20211210\Aune_002_31,vid_w_anim_1, 2021-12-07 19:02:50,Ok,false,probably eating,,turdus merula,0,,0,,0,false,false,,,
IMG_0494.MP4,Arbutus\Rev4_20211210\Aune_002_31,vid_w_anim_1, 2021-12-08 13:03:18,Ok,false,eating,,turdus merula,0,,0,,0,false,false,,,
IMG_0501.MP4,Arbutus\Rev4_20211210\Aune_002_31,vid_w_anim_1, 2021-12-08 13:15:18,Ok,false,,,,0,,0,,0,false,false,,,
IMG_0001.AVI,Arbutus\Rev4_20211210\Aune_003_25,vid_w_anim_1, 2021-11-23 13:28:28,Ok,false,,,,0,,0,,0,false,false,,,
IMG_0063.AVI,Arbutus\Rev4_20211210\Aune_003_25,vid_w_anim_1, 2021-11-24 12:28:26,Ok,false,,,?,0,,0,,0,false,false,,,
IMG_0217.AVI,Arbutus\Rev4_20211210\Aune_003_25,vid_w_anim_1, 2021-11-29 06:23:50,Ok,false,eating,,meles meles,0,,0,,0,false,false,,,
IMG_0218.AVI,Arbutus\Rev4_20211210\Aune_003_25,vid_w_anim_1, 2021-11-29 06:24:14,Ok,false,eating,,meles meles,0,,0,,0,false,false,,,
IMG_0274.AVI,Arbutus\Rev4_20211210\Aune_003_25,vid_w_anim_1, 2021-12-02 14:42:10,Ok,false,walking,,sus scrofa,0,,0,,0,false,false,,,
IMG_0275.AVI,Arbutus\Rev4_20211210\Aune_003_25,vid_w_anim_1, 2021-12-02 14:42:26,Ok,false,walking,,sus scrofa,0,,0,,0,false,false,,,
IMG_0281.AVI,Arbutus\Rev4_20211210\Aune_003_25,vid_w_anim_1, 2021-12-02 15:53:18,Ok,false,,,,0,,0,,0,false,false,,,
IMG_0284.AVI,Arbutus\Rev4_20211210\Aune_003_25,vid_w_anim_1, 2021-12-02 17:23:26,Ok,false,probably eating,,cervus elaphus,0,,0,,0,false,false,,,
IMG_0323.AVI,Arbutus\Rev4_20211210\Aune_003_25,vid_w_anim_1, 2021-12-03 17:08:36,Ok,false,searching for food,,alectoris rufa,3,,0,,0,false,false,,,
IMG_0329.AVI,Arbutus\Rev4_20211210\Aune_003_25,vid_w_anim_1, 2021-12-04 15:02:36,Ok,false,probably eating,,turdus merula,0,,0,,0,false,false,,,
IMG_0337.AVI,Arbutus\Rev4_20211210\Aune_003_25,vid_w_anim_1, 2021-12-05 11:25:24,Ok,false,searching for food,,vulpes vulpes,0,,0,,0,false,false,,,
IMG_0367.AVI,Arbutus\Rev4_20211210\Aune_003_25,vid_w_anim_1, 2021-12-05 18:01:00,Ok,false,searching for food,,turdus merula,0,,0,,0,false,false,,,
IMG_0371.AVI,Arbutus\Rev4_20211210\Aune_003_25,vid_w_anim_1, 2021-12-06 13:41:54,Ok,false,searching for food,,turdus merula,0,,0,,0,false,false,,,
