,Plant_ID,Long,Lat
155,rulm007,-6.453200010583,36.959879994392
156,rulm008,-6.440239995718,36.987649993971
157,rulm009,-6.440439987928,36.987659968436
158,rulm010,-6.440469995141,36.987719982863
159,rulm011,-6.442089965567,36.988980034366
160,rulm012,-6.44174002111,36.989489989355
161,rulm013,-6.44231996499,36.990579972044
162,rulm014,-6.442530015484,36.990809971467
163,rulm015,-6.442690026015,36.992230033502
164,rulm016,-6.442370004952,36.992500014603
165,rulm017,-6.442639986053,36.993060009554
166,rulm018,-6.484210034832,36.981359962374
167,rulm019,-6.484139962122,36.981200035662
168,rulm020,-6.483980035409,36.980970036238
169,rulm021,-6.483890013769,36.980870040134
170,rulm022,-6.483769984916,36.980629982427
171,rulm023,-6.482220003381,36.982309967279
172,rulm024,-6.482169963419,36.982339974493
173,rulm025,-6.481910040602,36.982620013878
174,rulm026,-6.48225998506,36.981660034508
175,rulm027,-6.482319999486,36.981770005077
176,rulm032,-6.452219998,36.95978
177,rulm036,-6.440420039,36.98771001
178,rulm043,-6.48222,36.98231
179,rulm044,-6.482199971,36.98240996
180,rulm045,-6.484169969,36.98140003
181,rulm046,-6.483859001,36.98106199
182,rulm047,-6.484169969,36.98134596
183,rulm048,-6.482107015,36.982675
184,sasp001,-6.453000018373,36.988349966705
185,sasp002,-6.452960036695,36.988349966705
186,sasp003,-6.451469985768,36.988349966705
187,sasp004,-6.451450036839,36.989269964397
188,sasp005,-6.450730031356,36.991959968582
189,sasp006,-6.472279988229,37.030459977686
190,sasp007,-6.451450037,36.98926996
191,sasp008,-6.450730031,36.99195997
192,sasp009,-6.472279988,37.03045998
193,sasp010,-6.473655961,36.98973298
194,sasp011,-6.451352974,36.98931699
195,sasp012,-6.451200005,36.989463
196,sasp013,-6.451192042,36.98948404
197,sasp014,-6.473707007,36.98974497
198,calb25,-6.447329,36.968762
199,jpho002,-6.506195,37.000176
200,jpho014,-6.506253,37.000206
201,jpho017,-6.506412,37.000146
202,jpho018,-6.506502,37.000166
203,jpho024,-6.506532,37.000136
204,jpho050,-6.506587,37.000051
205,jpho044,-6.506673,37.00006
206,jpho055,-6.506387,37.000712
207,jpho056,-6.506571,37.000178
208,jpho057,-6.506597,37.000179
209,jpho066,-6.506575,37.000262
210,jpho075,-6.506618,37.000332
211,jpho083,-6.506171,37.000335
212,jpho086,-6.506206,37.000477
213,jpho106,-6.506396,37.000501
214,jpho107,-6.506542,37.000847
215,jpho111,-6.506512,37.000484
216,jpho119,-6.50653,37.000557
217,jpho121,-6.506613,37.000474
218,jpho126,-6.506527,37.000802
219,jpho131,-6.506706,37.000499
220,jpho140,-6.506618,37.000617
221,jpho141,-6.505893,37.000837
222,jpho150,-6.506712,37.000829
223,jpho153,-6.506738,37.000259
224,jpho162,-6.50608,37.000214
225,jpho165,-6.506253,37.000622
226,jpho168,-6.506168,37.000672
227,jpho172,-6.506135,37.000657
228,jpho174,-6.506078,37.000617
229,jpho177,-6.505955,37.000717
230,jpho193,-6.505776,37.00041
231,jpho197,-6.506003,37.000353
232,jpho285,-6.505841,37.000014
233,jpho316,-6.50599,37.000116
234,jpho029,-6.533186,37.0120841
235,jpho037,-6.53326,37.0121311
236,jpho058,-6.533302,37.0120941
237,jpho065,-6.53274,37.0119321
238,jpho087,-6.532395,37.0118961
239,jpho138,-6.532362,37.0118491
240,jpho139,-6.53232,37.0118751
241,jpho144,-6.532401,37.0119281
242,jpho176,-6.532684,37.0117171
243,jpho207,-6.533186,37.0123111
244,jpho208,-6.533046,37.0122051
245,jpho215,-6.532589,37.0116811
246,jpho219,-6.532336,37.0120181
247,jpho305,-6.532985,37.0123631
248,jpho315,-6.533031,37.0123271
249,jpho381,-6.53277,37.0123811
250,jpho457,-6.532686,37.0123681
251,jpho460,-6.532696,37.0122641
252,jpho518,-6.53262,37.0123701
253,jpho520,-6.53248,37.0117561
254,jpho531,-6.532483,37.0121851
255,jpho541,-6.532161,37.0122011
256,jpho581,-6.532502,37.0117011
257,jpho648,-6.532049,37.0122641
258,jpho664,-6.532309,37.0122391
259,jpho694,-6.53234,37.0123531
260,jpho702,-6.532617,37.0124341
261,jpho749,-6.53283,37.0125831
262,jpho820,-6.532895,37.0126231
263,jpho826,-6.532981,37.0127231
264,jpho843,-6.53294,37.0126831
265,jpho847,-6.532908,37.0126631
266,jpho849,-6.532941,37.0118381
267,jpho956,-6.53214,37.0123451
268,jpho986,-6.532563,37.0125911
269,jpho006,-6.512966,36.995143
270,jpho008,-6.513085,36.995171
271,jpho023,-6.513263,36.995213
272,jpho042,-6.513472,36.995262
273,jpho045,-6.513461,36.995275
274,jpho054,-6.513715,36.995239
275,jpho067,-6.513765,36.995176
276,jpho072,-6.513869,36.995259
277,jpho105,-6.513696,36.995365
278,jpho112,-6.513487,36.995345
279,jpho123,-6.512945,36.995315
280,jpho136,-6.512954,36.995242
281,jpho137,-6.513063,36.995384
282,jpho148,-6.513227,36.995586
283,jpho231,-6.513606,36.995465
284,jpho241,-6.513477,36.995162
285,jpho268,-6.513372,36.995216
286,jpho304,-6.513504,36.99556
287,jpho314,-6.51294,36.995439
288,jpho334,-6.513075,36.995523
289,jpho352,-6.513237,36.995052
290,jpho384,-6.513529,36.995707
291,jpho463,-6.513194,36.995695
292,jpho488,-6.513114,36.99563
293,jpho514,-6.513953,36.9953
294,jpho553,-6.513045,36.99567
295,jpho580,-6.51311,36.995668
296,jpho582,-6.513253,36.995727
297,jpho621,-6.513149,36.99506
298,jpho626,-6.513376,36.995796
299,jpho642,-6.513157,36.995003
300,jpho682,-6.513389,36.995912
301,jpho685,-6.513934,36.99526
302,jpho766,-6.513041,36.99577
303,jpho839,-6.513041,36.99577
304,plen383,-6.4454992,36.9648526
305,plen382,-6.4470845,36.964831
306,plen340,-6.446854,36.9649717
307,plen339,-6.4468479,36.9646794
308,plen338,-6.4465958,36.9647493
309,plen337,-6.4474132,36.9654379
310,plen336,-6.447233,36.96545
311,plen335,-6.4461863,36.9647039
312,plen334,-6.446223,36.9644299
313,plen333,-6.4457993,36.9655868
314,plen332,-6.4457394,36.9652808
315,plen331,-6.4455509,36.9647392
316,plen330,-6.445291,36.9650264
317,plen329,-6.4455066,36.9649852
318,plen328,-6.4460073,36.9651661
319,plen327,-6.4458679,36.9652232
320,plen326,-6.4459194,36.9656001
321,plen325,-6.4462464,36.9655517
322,plen324,-6.4463152,36.9652821
323,plen323,-6.4459763,36.9650225
324,plen322,-6.4466821,36.9651221
325,plen321,-6.4468212,36.9652785
326,plen320,-6.446655,36.965437
327,plen319,-6.445606,36.965501
328,plen318,-6.4456448,36.9652256
329,plen317,-6.4457802,36.9650922
330,plen316,-6.4462629,36.9647623
331,plen315,-6.4460781,36.9643791
332,plen314,-6.4462849,36.9644358
333,plen313,-6.446062,36.9647111
334,plen312,-6.445677,36.9646322
335,plen311,-6.4454804,36.9653452
336,plen310,-6.445324,36.9653638
337,plen309,-6.445279,36.9655276
338,plen308,-6.4453657,36.9657131
339,plen307,-6.4454177,36.9658618
340,plen306,-6.4452676,36.9656848
341,plen305,-6.4455794,36.9656368
342,plen304,-6.4457236,36.9655828
343,plen303,-6.4457887,36.9657444
344,plen302,-6.4466999,36.9661981
345,plen301,-6.4464353,36.9660322
