"";"interval";"Sp1";"File";"Plant";"Plant_ID";"Revision_ID";"Species";"Behaviour";"Count";"Coexistence";"Deployment_ID";"n_cam";"Videos";"Days";"Days.in.field";"n";"duration";"long";"lat";"videos_events";"ID";"Dt_correct";"DateTime"
"49";2023-01-16 15:15:00;"cervus elaphus";"IMG_0024.MP4, IMG_0025.MP4";"joxy";"Joxy004";"Rev09";"cervus elaphus, cervus elaphus";"probably eating, probably eating";1;FALSE;"Joxy004_32";1;141;18,92805556;NA;2;73,5;-6,403967;36,830325;4,89897948556636;"Joxy004_Rev09_IMG_0024";2023-01-16 15:13:02;2023-01-16 15:13:02
"50";2023-01-17 15:20:00;"cervus elaphus";"IMG_0003.AVI";"joxy";"Joxy012";"Rev09";"cervus elaphus";"eating";1;FALSE;"Joxy012_12";1;379;18,94532407;NA;1;18,899811;-6,402889;36,828628;3,46410161513775;"Joxy012_Rev09_IMG_0003";2023-01-17 15:22:12;2023-01-17 15:22:12
"51";2023-01-17 15:45:00;"cervus elaphus";"IMG_0030.MP4, IMG_0031.MP4, IMG_0032.MP4";"joxy";"Joxy004";"Rev09";"cervus elaphus, cervus elaphus, cervus elaphus";"searching for food, probably eating, probably eating";1;FALSE;"Joxy004_32";1;141;18,92805556;NA;3;143,5;-6,403967;36,830325;6;"Joxy004_Rev09_IMG_0030";2023-01-17 15:45:24;2023-01-17 15:45:24
"52";2023-01-17 15:50:00;"cervus elaphus";"IMG_0033.MP4, IMG_0034.MP4";"joxy";"Joxy004";"Rev09";"cervus elaphus, cervus elaphus";"probably eating, probably eating";1;FALSE;"Joxy004_32";1;141;18,92805556;NA;2;90,25;-6,403967;36,830325;4,89897948556636;"Joxy004_Rev09_IMG_0033";2023-01-17 15:47:56;2023-01-17 15:47:56
"53";2023-01-17 16:25:00;"cervus elaphus";"01170016.AVI, 01170017.AVI, 01170018.AVI, 01170019.AVI, 01170020.AVI, 01170021.AVI, 01170022.AVI, 01170023.AVI, 01170024.AVI, 01170026.AVI";"joxy";"Joxy024";"Rev09";"cervus elaphus, cervus elaphus, cervus elaphus, cervus elaphus, cervus elaphus, cervus elaphus, cervus elaphus, cervus elaphus, cervus elaphus, cervus elaphus";"probably eating, eating, eating, eating, eating, eating, eating, eating, eating, probably eating";1;FALSE;"Joxy024_42";1;103;12,19523148;NA;10;105,06667;-6,403635;36,830234;10,9544511501033;"Joxy024_Rev09_01170016";2023-01-17 16:23:00;2023-01-17 16:23:00
"54";2023-01-17 16:45:00;"cervus elaphus";"IMG_0005.AVI";"joxy";"Joxy007";"Rev09";"cervus elaphus";"searching for food";1;FALSE;"Joxy007_09";1;34;18,94157407;NA;1;28,249548;-6,40403;36,829725;3,46410161513775;"Joxy007_Rev09_IMG_0005";2023-01-17 16:44:52;2023-01-17 16:44:52
"55";2023-01-17 18:35:00;"cervus elaphus";"01170036.AVI";"joxy";"Joxy024";"Rev09";"cervus elaphus";"probably eating";1;FALSE;"Joxy024_42";1;103;12,19523148;NA;1;10,566667;-6,403635;36,830234;3,46410161513775;"Joxy024_Rev09_01170036";2023-01-17 18:34:36;2023-01-17 18:34:36
"56";2023-01-17 18:55:00;"cervus elaphus";"01170039.AVI, 01170040.AVI, 01170041.AVI, 01170042.AVI, 01170043.AVI";"joxy";"Joxy024";"Rev09";"cervus elaphus, cervus elaphus, cervus elaphus, cervus elaphus, cervus elaphus";"eating, eating, eating, eating, eating";1;FALSE;"Joxy024_42";1;103;12,19523148;NA;5;52,433335;-6,403635;36,830234;7,74596669241483;"Joxy024_Rev09_01170039";2023-01-17 18:54:52;2023-01-17 18:54:52
"57";2023-01-19 08:25:00;"cervus elaphus";"IMG_0019.AVI, IMG_0020.AVI, IMG_0021.AVI";"joxy";"Joxy009";"Rev09";"cervus elaphus, cervus elaphus, cervus elaphus";"eating, eating, eating";1;FALSE;"Joxy009_07";1;43;18,94583333;NA;3;64,957294;-6,402654;36,82879;6;"Joxy009_Rev09_IMG_0019";2023-01-19 08:22:38;2023-01-19 08:22:38
"58";2023-01-20 00:50:00;"cervus elaphus";"IMG_0061.MP4, IMG_0062.MP4, IMG_0063.MP4";"joxy";"Joxy004";"Rev09";"cervus elaphus, cervus elaphus, cervus elaphus";"eating, eating, eating";1;FALSE;"Joxy004_32";1;141;18,92805556;NA;3;37;-6,403967;36,830325;6;"Joxy004_Rev09_IMG_0061";2023-01-20 00:51:42;2023-01-20 00:51:42
"59";2023-01-20 00:55:00;"cervus elaphus";"IMG_0064.MP4, IMG_0065.MP4";"joxy";"Joxy004";"Rev09";"cervus elaphus, cervus elaphus";"eating, eating";1;FALSE;"Joxy004_32";1;141;18,92805556;NA;2;30,25;-6,403967;36,830325;4,89897948556636;"Joxy004_Rev09_IMG_0064";2023-01-20 00:52:52;2023-01-20 00:52:52
"60";2023-01-20 09:45:00;"cervus elaphus";"IMG_0027.AVI";"joxy";"Joxy027";"Rev09";"cervus elaphus";"eating";1;FALSE;"Joxy027_25";1;84;18,94016204;NA;1;10,249836;-6,4043;36,829276;3,46410161513775;"Joxy027_Rev09_IMG_0027";2023-01-20 09:47:26;2023-01-20 09:47:26
"61";2023-01-20 09:50:00;"cervus elaphus";"IMG_0007.AVI";"joxy";"Joxy007";"Rev09";"cervus elaphus";"searching for food";1;FALSE;"Joxy007_09";1;34;18,94157407;NA;1;23,374626;-6,40403;36,829725;3,46410161513775;"Joxy007_Rev09_IMG_0007";2023-01-20 09:50:10;2023-01-20 09:50:10
"62";2023-01-20 22:25:00;"cervus elaphus";"IMG_0072.MP4, IMG_0073.MP4, IMG_0074.MP4";"joxy";"Joxy004";"Rev09";"cervus elaphus, cervus elaphus, cervus elaphus";"eating, eating, searching for food";1;FALSE;"Joxy004_32";1;141;18,92805556;NA;3;39,25;-6,403967;36,830325;6;"Joxy004_Rev09_IMG_0072";2023-01-20 22:26:22;2023-01-20 22:26:22
"63";2023-01-21 09:10:00;"cervus elaphus";"01210045.AVI, 01210046.AVI, 01210047.AVI, 01210048.AVI, 01210049.AVI";"joxy";"Joxy024";"Rev09";"cervus elaphus, cervus elaphus, cervus elaphus, cervus elaphus, cervus elaphus";"eating, eating, eating, eating, eating";1;FALSE;"Joxy024_42";1;103;12,19523148;NA;5;52,433335;-6,403635;36,830234;7,74596669241483;"Joxy024_Rev09_01210045";2023-01-21 09:11:08;2023-01-21 09:11:08
