"";"interval";"Sp1";"File";"Plant";"Plant_ID";"Revision_ID";"Species";"Behaviour";"Count";"Coexistence";"Deployment_ID";"n_cam";"Videos";"Days";"Days.in.field";"n";"duration";"Long";"Lat";"ID";"DateTime"
"258";2022-12-17 13:35:00;"turdus philomelos";"IMG_0023.MP4, IMG_0023.MP4";"aune";"aune019";"Rev17";"turdus philomelos, turdus philomelos";"probably eating, probably eating";1;TRUE;"Aune019_34, Aune019_57, Aune019_34, Aune019_57";2;156;10,046828704;10;2;20;-6,479714988;37,02375202;"aune019_Rev17_IMG_0023.MP4, IMG_0023.MP4";2022-12-17 13:35:44
"259";2022-12-18 10:50:00;"erithacus rubecula";"IMG_0040.MP4, IMG_0040.MP4";"aune";"aune019";"Rev17";"erithacus rubecula, erithacus rubecula";"eating, eating";1;FALSE;"Aune019_34, Aune019_57, Aune019_34, Aune019_57";2;156;10,046828704;10;2;38;-6,479714988;37,02375202;"aune019_Rev17_IMG_0040.MP4, IMG_0040.MP4";2022-12-18 10:49:34
"260";2022-12-18 11:40:00;"turdus philomelos";"IMG_0038.MP4, IMG_0038.MP4";"aune";"aune019";"Rev17";"turdus philomelos, turdus philomelos";"eating, eating";1;FALSE;"Aune019_34, Aune019_57, Aune019_34, Aune019_57";2;156;10,046828704;10;2;36;-6,479714988;37,02375202;"aune019_Rev17_IMG_0038.MP4, IMG_0038.MP4";2022-12-18 11:40:56
"261";2022-12-18 13:35:00;"turdus merula";"IMG_0220.MP4";"mcom";"mcom002";"Rev20";"turdus merula";"eating";1;FALSE;"Mcom002_33";1;225;5,008206019;5;1;10;-6,473669959;36,98978;"mcom002_Rev20_IMG_0220.MP4";2022-12-18 13:32:48
"262";2022-12-18 18:50:00;"turdus merula";"IMG_0052.MP4, IMG_0052.MP4";"aune";"aune019";"Rev17";"turdus merula, turdus merula";"searching for food, searching for food";1;FALSE;"Aune019_34, Aune019_57, Aune019_34, Aune019_57";2;156;10,046828704;10;2;34;-6,479714988;37,02375202;"aune019_Rev17_IMG_0052.MP4, IMG_0052.MP4";2022-12-18 18:52:00
"263";2022-12-26 15:45:00;"chloris chloris";"IMG_0010.MP4";"mcom";"mcom002";"Rev21";"chloris chloris";"eating";1;FALSE;"Mcom002_33";1;28;21,93666667;22;1;10;-6,473669959;36,98978;"mcom002_Rev21_IMG_0010.MP4";2022-12-26 15:45:54
"264";2022-12-27 10:40:00;"sylvia melanocephala";"IMG_0343.AVI";"sasp";"sasp013";"Rev27";"sylvia melanocephala";"probably eating";1;FALSE;"Sasp013_18";1;432;35,96037037;7;1;10,4165;-6,451192042;36,98948404;"sasp013_Rev27_IMG_0343.AVI";2022-12-27 10:40:04
"265";2022-12-27 19:40:00;"meles meles";"IMG_0172.AVI, IMG_0172.AVI";"aune";"aune017";"Rev18";"meles meles, meles meles";"probably eating, probably eating";1;FALSE;"Aune017_03, Aune017_61, Aune017_03, Aune017_61";2;564;40,256875;44;2;20,749668;-6,441177009;37,01973097;"aune017_Rev18_IMG_0172.AVI, IMG_0172.AVI";2022-12-27 19:37:30
"266";2022-12-29 16:25:00;"turdus philomelos";"IMG_0119.MP4, IMG_0119.MP4";"aune";"aune019";"Rev18";"turdus philomelos, turdus philomelos";"probably eating, probably eating";1;FALSE;"Aune019_34, Aune019_57, Aune019_34, Aune019_57";2;938;39,97689814;44;2;20;-6,479714988;37,02375202;"aune019_Rev18_IMG_0119.MP4, IMG_0119.MP4";2022-12-29 16:26:20
"267";2023-01-03 13:35:00;"turdus philomelos";"IMG_0093.MP4, IMG_0093.MP4";"aune";"aune018";"Rev18";"turdus philomelos, turdus philomelos";"eating, eating";1;FALSE;"Aune018_56, Aune018_66, Aune018_56, Aune018_66";2;246;43,00300926;44;2;20;-6,479859995;37,02383199;"aune018_Rev18_IMG_0093.MP4, IMG_0093.MP4";2023-01-03 13:36:28
"268";2023-01-13 01:15:00;"turdus merula";"IMG_0022.MP4, IMG_0022.MP4, IMG_0023.MP4, IMG_0023.MP4";"aune";"aune010";"Rev19";"turdus merula, turdus merula, turdus merula, turdus merula";"probably eating, probably eating, probably eating, probably eating";1;TRUE;"Aune010_62, Aune010_63, Aune010_62, Aune010_63, Aune010_62, Aune010_63, Aune010_62, Aune010_63";2;159;13,878912037;14;4;40;-6,479979018;37,02355103;"aune010_Rev19_IMG_0022.MP4, IMG_0022.MP4, IMG_0023.MP4, IMG_0023.MP4";2023-01-13 01:14:58
"269";2023-01-13 01:15:00;"turdus viscivorus";"IMG_0022.MP4, IMG_0022.MP4, IMG_0023.MP4, IMG_0023.MP4";"aune";"aune010";"Rev19";"turdus viscivorus, turdus viscivorus, turdus viscivorus, turdus viscivorus";"probably eating, probably eating, searching for food, searching for food";1;TRUE;"Aune010_62, Aune010_63, Aune010_62, Aune010_63, Aune010_62, Aune010_63, Aune010_62, Aune010_63";2;159;13,878912037;14;4;40;-6,479979018;37,02355103;"aune010_Rev19_IMG_0022.MP4, IMG_0022.MP4, IMG_0023.MP4, IMG_0023.MP4";2023-01-13 01:14:58
"270";2023-01-18 13:30:00;"sylvia atricapilla";"IMG_0095.MP4, IMG_0095.MP4";"olan";"olan018";"Rev13";"sylvia atricapilla, sylvia atricapilla";"probably eating, probably eating";1;FALSE;"Olan018_52, Olan018_53, Olan018_52, Olan018_53";2;728;12,263101852;14;2;20;-6,534600025;37,01724297;"olan018_Rev13_IMG_0095.MP4, IMG_0095.MP4";2023-01-18 13:29:06
"271";2023-01-22 11:15:00;"sylvia atricapilla";"IMG_0152.MP4, IMG_0152.MP4";"aune";"aune017";"Rev20";"sylvia atricapilla, sylvia atricapilla";"probably eating, probably eating";1;FALSE;"Aune017_03, Aune017_61, Aune017_03, Aune017_61";2;550;14,121921296;14;2;20;-6,441177009;37,01973097;"aune017_Rev20_IMG_0152.MP4, IMG_0152.MP4";2023-01-22 11:16:48
"272";2023-01-25 23:30:00;"turdus viscivorus";"IMG_0144.MP4, IMG_0144.MP4";"aune";"aune010";"Rev20";"turdus viscivorus, turdus viscivorus";"probably eating, probably eating";1;FALSE;"Aune010_62, Aune010_63, Aune010_62, Aune010_63";2;164;14,131157407;14;2;20;-6,479979018;37,02355103;"aune010_Rev20_IMG_0144.MP4, IMG_0144.MP4";2023-01-25 23:29:20
"273";2023-01-27 13:25:00;"turdus philomelos";"IMG_0007.MP4, IMG_0007.MP4";"aune";"aune019";"Rev21";"turdus philomelos, turdus philomelos";"searching for food, searching for food";1;FALSE;"Aune019_34, Aune019_57, Aune019_34, Aune019_57";2;66;13,201643519;14;2;20;-6,479714988;37,02375202;"aune019_Rev21_IMG_0007.MP4, IMG_0007.MP4";2023-01-27 13:25:24
"274";2023-02-05 12:45:00;"turdus merula";"IMG_0154.MP4, IMG_0155.MP4";"mcom";"mcom012";"Rev25";"turdus merula, turdus merula";"eating, eating";1;FALSE;"Mcom012_33, Mcom012_33";1;302;6,074212963;6;2;20;-6,482340032;36,98154998;"mcom012_Rev25_IMG_0154.MP4, IMG_0155.MP4";2023-02-05 12:43:18
