"","plant","plant_ID","DateTime","Sp1","behaviour","Count","ncam","Videos","Days","duration","TimestampIssues","Long","Lat","path"
"59","plen","Plen302","2019-10-08 10:31:43","sylvia melanocephala","feeding",1,1,NA,9,68,NA,-6.4466999,36.9661981,"/Helen_file/GH050018"
"60","plen","Plen302","2019-11-06 9:02:07","erithacus rubecula","prob_feeding / NV",1,1,NA,9,167,NA,-6.4466999,36.9661981,"/Helen_file/GH040017"
"61","plen","Plen302","2020-01-14 10:31:59","cyanopica cooki","NV / prob_feeding",1,1,NA,9,22,NA,-6.4466999,36.9661981,"/Helen_file/GH040049"
"62","plen","Plen302","2019-12-03 8:59:05","sylvia melanocephala","feeding / exploring",1,1,NA,9,25,NA,-6.4466999,36.9661981,"/Helen_file/GH010062"
"63","plen","Plen302","2019-10-08 10:20:19","sylvia melanocephala","feeding",1,1,NA,9,345,NA,-6.4466999,36.9661981,"/Helen_file/GH050018"
"64","plen","Plen302","2020-01-14 10:32:26","cyanopica cooki","NV / prob_feeding",1,1,NA,9,3,NA,-6.4466999,36.9661981,"/Helen_file/GH040049"
"65","plen","Plen302","2019-11-06 9:10:42","sylvia melanocephala","perching / exploring / prob_feeding",1,1,NA,9,102,NA,-6.4466999,36.9661981,"/Helen_file/GH040017"
"66","plen","Plen302","2020-01-14 10:31:42","cyanopica cooki","prob_feeding",1,1,NA,9,39,NA,-6.4466999,36.9661981,"/Helen_file/GH040049"
"67","plen","Plen302","2019-10-08 10:17:32","sylvia melanocephala","prob_feeding",1,1,NA,9,10,NA,-6.4466999,36.9661981,"/Helen_file/GH040018"
"68","plen","Plen302","2019-09-09 10:04:18","phoenicurus phoenicurus","prob_feeding",1,1,NA,9,13,NA,-6.4466999,36.9661981,"/Helen_file/GH030002"
"69","plen","Plen302","2019-10-08 10:01:58","sylvia melanocephala","feeding",1,1,NA,9,88,NA,-6.4466999,36.9661981,"/Helen_file/GH040018"
"70","plen","Plen302","2019-11-19 9:22:38","erithacus rubecula","feeding / NV / perching",1,1,NA,9,71,NA,-6.4466999,36.9661981,"/Helen_file/GH030057"
"71","plen","Plen302","2019-11-06 8:36:47","sylvia melanocephala","feeding / perching / NV",1,1,NA,9,109,NA,-6.4466999,36.9661981,"/Helen_file/GH020017"
"72","plen","Plen302","2019-11-06 9:05:28","sylvia melanocephala","feeding / NV",1,1,NA,9,120,NA,-6.4466999,36.9661981,"/Helen_file/GH040017"
"73","plen","Plen302","2019-10-23 9:09:03","chloris chloris","prob_feeding",1,1,NA,9,18,NA,-6.4466999,36.9661981,"/Helen_file/GH010018"
"74","plen","Plen302","2019-12-03 9:04:52","unknown","feeding",1,1,NA,9,19,NA,-6.4466999,36.9661981,"/Helen_file/GH010062"
"75","plen","Plen302","2019-11-06 9:17:21","erithacus rubecula","feeding",1,1,NA,9,19,NA,-6.4466999,36.9661981,"/Helen_file/GH040017"
"76","plen","Plen302","2019-11-06 9:55:30","sylvia melanocephala","NV / prob_feeding",1,1,NA,9,157,NA,-6.4466999,36.9661981,"/Helen_file/GH070017"
"77","plen","Plen302","2019-09-24 10:57:29","sylvia melanocephala","exploring / prob_feeding",1,1,NA,9,31,NA,-6.4466999,36.9661981,"/Helen_file/GH080013"
"78","plen","Plen302","2019-12-03 9:01:54","turdus merula","exploring / prob_feeding",1,1,NA,9,137,NA,-6.4466999,36.9661981,"/Helen_file/GH010062"
"79","plen","Plen302","2019-12-17 9:02:40","erithacus rubecula","feeding",1,1,NA,9,60,NA,-6.4466999,36.9661981,"/Helen_file/GH020036"
"80","plen","Plen302","2019-11-19 9:44:13","turdus merula","perching / prob_feeding",1,1,NA,9,211,NA,-6.4466999,36.9661981,"/Helen_file/GH050057"
"81","plen","Plen302","2020-01-14 10:31:40","cyanopica cooki","NV / prob_feeding",1,1,NA,9,49,NA,-6.4466999,36.9661981,"/Helen_file/GH040049"
"82","plen","Plen302","2019-12-03 10:15:21","cyanopica cooki","exploring / prob_feeding",1,1,NA,9,126,NA,-6.4466999,36.9661981,"/Helen_file/GH050062"
"83","plen","Plen302","2019-09-09 9:55:42","phoenicurus phoenicurus","feeding",1,1,NA,9,65,NA,-6.4466999,36.9661981,"/Helen_file/GH020002"
"84","plen","Plen302","2019-10-08 10:42:55","sylvia melanocephala","prob_feeding",1,1,NA,9,59,NA,-6.4466999,36.9661981,"/Helen_file/GH060018"
"85","plen","Plen302","2019-11-06 9:44:27","sylvia melanocephala","feeding / NV",1,1,NA,9,96,NA,-6.4466999,36.9661981,"/Helen_file/GH060017"
"86","plen","Plen302","2019-10-23 10:18:14","sylvia melanocephala","prob_feeding / NV",1,1,NA,9,75,NA,-6.4466999,36.9661981,"/Helen_file/GH050018"
"87","plen","Plen302","2019-11-06 8:39:59","sylvia melanocephala","feeding / exploring / NV",1,1,NA,9,38,NA,-6.4466999,36.9661981,"/Helen_file/GH020017"
"88","plen","Plen302","2019-12-17 10:32:40","erithacus rubecula","perching / prob_feeding",1,1,NA,9,25,NA,-6.4466999,36.9661981,"/Helen_file/GH070036"
"89","plen","Plen302","2019-10-08 11:21:53","sylvia atricapilla","prob_feeding",1,1,NA,9,41,NA,-6.4466999,36.9661981,"/Helen_file/GH080018"
"90","plen","Plen302","2019-10-23 9:16:24","sylvia melanocephala","feeding / exploring / NV",1,1,NA,9,325,NA,-6.4466999,36.9661981,"/Helen_file/GH010018"
"91","plen","Plen302","2019-01-17 12:01:32","erithacus rubecula","feeding",1,1,NA,9,50,NA,-6.4466999,36.9661981,"/Helen_file/GH080005"
"92","plen","Plen302","2019-10-23 9:32:57","sylvia melanocephala","NV / prob_feeding",1,1,NA,9,178,NA,-6.4466999,36.9661981,"/Helen_file/GH020018"
"93","plen","Plen302","2019-10-08 11:21:58","sylvia atricapilla","prob_feeding",1,1,NA,9,35,NA,-6.4466999,36.9661981,"/Helen_file/GH080018"
"94","plen","Plen302","2019-09-24 9:33:35","sylvia melanocephala","feeding",1,1,NA,9,58,NA,-6.4466999,36.9661981,"/Helen_file/GH030013"
"95","plen","Plen302","2019-09-24 9:43:32","sylvia melanocephala","feeding",1,1,NA,9,89,NA,-6.4466999,36.9661981,"/Helen_file/GH030013"
"96","plen","Plen302","2019-10-23 9:23:48","sylvia melanocephala","prob_feeding / NV",1,1,NA,9,69,NA,-6.4466999,36.9661981,"/Helen_file/GH020018"
"97","plen","Plen302","2019-10-23 10:17:21","sylvia melanocephala","feeding",1,1,NA,9,21,NA,-6.4466999,36.9661981,"/Helen_file/GH050018"
"98","plen","Plen302","2019-10-08 10:47:57","sylvia melanocephala","prob_feeding",1,1,NA,9,21,NA,-6.4466999,36.9661981,"/Helen_file/GH060018"
"99","plen","Plen302","2019-10-08 11:11:38","sylvia melanocephala","prob_feeding",1,1,NA,9,39,NA,-6.4466999,36.9661981,"/Helen_file/GH070018"
"100","plen","Plen302","2019-12-03 10:14:08","turdus merula","NV / prob_feeding",1,1,NA,9,54,NA,-6.4466999,36.9661981,"/Helen_file/GH050062"
"101","plen","Plen302","2019-11-06 8:33:51","sylvia melanocephala","feeding / interacting",1,1,NA,9,44,NA,-6.4466999,36.9661981,"/Helen_file/GH020017"
"102","plen","Plen302","2019-11-06 8:24:12","turdus merula","perching / NV / prob_feeding",1,1,NA,9,125,NA,-6.4466999,36.9661981,"/Helen_file/GH010017"
"103","plen","Plen302","2019-09-24 10:04:00","sylvia melanocephala","exploring / prob_feeding",1,1,NA,9,71,NA,-6.4466999,36.9661981,"/Helen_file/GH050013"
"104","plen","Plen302","2019-09-24 10:09:26","sylvia melanocephala","exploring / prob_feeding",1,1,NA,9,81,NA,-6.4466999,36.9661981,"/Helen_file/GH050013"
"105","plen","Plen302","2019-09-24 10:00:56","sylvia melanocephala","feeding / exploring",1,1,NA,9,86,NA,-6.4466999,36.9661981,"/Helen_file/GH040013"
"106","plen","Plen302","2019-09-24 9:10:13","sylvia melanocephala","prob_feeding",1,1,NA,9,20,NA,-6.4466999,36.9661981,"/Helen_file/GH010013"
"107","plen","Plen302","2019-10-08 10:29:30","sylvia melanocephala","prob_feeding",1,1,NA,9,15,NA,-6.4466999,36.9661981,"/Helen_file/GH050018"
"108","plen","Plen302","2019-09-24 10:06:47","sylvia hortensis","exploring / prob_feeding",1,1,NA,9,57,NA,-6.4466999,36.9661981,"/Helen_file/GH050013"
"109","plen","Plen302","2019-10-23 11:03:13","sylvia melanocephala","feeding / exploring / NV",1,1,NA,9,109,NA,-6.4466999,36.9661981,"/Helen_file/GH070018"
"110","plen","Plen302","2019-10-23 11:13:35","sylvia melanocephala","feeding / exploring / NV",1,1,NA,9,32,NA,-6.4466999,36.9661981,"/Helen_file/GH080018"
"111","plen","Plen302","2019-10-23 9:05:21","sylvia melanocephala","feeding / NV",1,1,NA,9,135,NA,-6.4466999,36.9661981,"/Helen_file/GH010018"
"112","plen","Plen302","2019-11-06 8:46:40","erithacus rubecula","exploring / prob_feeding",1,1,NA,9,34,NA,-6.4466999,36.9661981,"/Helen_file/GH030017"
"113","plen","Plen302","2019-10-08 10:47:57","sylvia melanocephala","prob_feeding",1,1,NA,9,42,NA,-6.4466999,36.9661981,"/Helen_file/GH060018"
"114","plen","Plen302","2019-12-03 10:02:19","sylvia sp","exploring / prob_feeding",1,1,NA,9,22,NA,-6.4466999,36.9661981,"/Helen_file/GH040062"
"115","plen","Plen302","2019-12-03 10:02:41","sylvia melanocephala","exploring / prob_feeding",1,1,NA,9,12,NA,-6.4466999,36.9661981,"/Helen_file/GH040062"
"116","plen","Plen302","2019-10-23 10:53:46","erithacus rubecula","perching / prob_feeding / NV",1,1,NA,9,94,NA,-6.4466999,36.9661981,"/Helen_file/GH070018"
"117","plen","Plen302","2019-10-08 10:44:50","sylvia atricapilla","prob_feeding",1,1,NA,9,75,NA,-6.4466999,36.9661981,"/Helen_file/GH060018"
"118","plen","Plen302","2019-10-08 10:58:44","sylvia melanocephala","feeding",1,1,NA,9,16,NA,-6.4466999,36.9661981,"/Helen_file/GH070018"
"119","plen","Plen302","2019-09-24 9:46:57","sylvia melanocephala","feeding",1,1,NA,9,87,NA,-6.4466999,36.9661981,"/Helen_file/GH040013"
"120","plen","Plen302","2019-09-24 10:00:46","saxicola rubicola","prob_feeding / perching",1,1,NA,9,99,NA,-6.4466999,36.9661981,"/Helen_file/GH040013"
"121","plen","Plen303","2019-09-25 9:32:32","chloris chloris","prob_feeding",1,1,NA,9,17,NA,-6.4457887,36.9657444,"/Helen_file/GH020014"
"122","plen","Plen303","2019-12-04 9:12:32","erithacus rubecula","prob_feeding",1,1,NA,9,25,NA,-6.4457887,36.9657444,"/Helen_file/GH020030"
"123","plen","Plen303","2020-01-14 11:00:43","erithacus rubecula","exploring / prob_feeding",1,1,NA,9,10,NA,-6.4457887,36.9657444,"/Helen_file/GH060039"
"124","plen","Plen303","2020-01-14 11:18:59","erithacus rubecula","exploring / prob_feeding",1,1,NA,9,7,NA,-6.4457887,36.9657444,"/Helen_file/GH070039"
"125","plen","Plen303","2019-09-25 9:40:31","chloris chloris","feeding",1,1,NA,9,68,NA,-6.4457887,36.9657444,"/Helen_file/GH030014"
"126","plen","Plen303","2019-09-25 9:36:54","chloris chloris","feeding",1,1,NA,9,61,NA,-6.4457887,36.9657444,"/Helen_file/GH020014"
"127","plen","Plen303","2019-09-25 9:34:34","chloris chloris","prob_feeding",1,1,NA,9,95,NA,-6.4457887,36.9657444,"/Helen_file/GH020014"
"128","plen","Plen303","2019-09-25 10:40:33","chloris chloris","feeding",1,1,NA,9,151,NA,-6.4457887,36.9657444,"/Helen_file/GH060014"
"129","plen","Plen303","2019-09-17 9:24:28","sylvia melanocephala","prob_feeding",1,1,NA,9,28,NA,-6.4457887,36.9657444,"/Helen_file/GH020034"
"130","plen","Plen303","2019-09-17 9:22:29","sylvia melanocephala","feeding / exploring",1,1,NA,9,85,NA,-6.4457887,36.9657444,"/Helen_file/GH020034"
"131","plen","Plen303","2019-09-17 9:25:56","sylvia hortensis","prob_feeding",1,1,NA,9,132,NA,-6.4457887,36.9657444,"/Helen_file/GH020034"
"132","plen","Plen303","2019-12-17 10:20:20","erithacus rubecula","feeding / exploring / fnl",1,1,NA,9,31,NA,-6.4457887,36.9657444,"/Helen_file/GH060067"
"133","plen","Plen303","2019-09-25 10:45:43","chloris chloris","feeding",1,1,NA,9,264,NA,-6.4457887,36.9657444,"/Helen_file/GH060014"
"134","plen","Plen303","2019-09-17 9:28:44","phoenicurus phoenicurus","prob_feeding",1,1,NA,9,37,NA,-6.4457887,36.9657444,"/Helen_file/GH020034"
"135","plen","Plen303","2019-09-25 10:52:23","chloris chloris","feeding",1,1,NA,9,209,NA,-6.4457887,36.9657444,"/Helen_file/GH070014"
"136","plen","Plen304","2019-10-09 10:24:21","sylvia atricapilla","prob_feeding / NV",1,1,NA,9,99,NA,-6.4457236,36.9655828,"/Helen_file/GH050019"
"137","plen","Plen304","2019-11-06 9:12:01","sylvia melanocephala","prob_feeding",1,1,NA,9,65,NA,-6.4457236,36.9655828,"/Helen_file/GH040019"
"138","plen","Plen304","2018-12-19 10:08:56","sylvia melanocephala","exploring/not feeding",1,1,NA,9,6,NA,-6.4457236,36.9655828,"/Helen_file/GP037522"
"139","plen","Plen304","2018-12-19 10:46:56","sylvia melanocephala","prob feeding",1,1,NA,9,31,NA,-6.4457236,36.9655828,"/Helen_file/GP067522"
"140","plen","Plen304","2019-10-09 9:23:46","sylvia melanocephala","feeding",1,1,NA,9,53,NA,-6.4457236,36.9655828,"/Helen_file/GH010019"
"141","plen","Plen304","2019-10-09 9:24:42","sylvia melanocephala","prob_feeding",1,1,NA,9,23,NA,-6.4457236,36.9655828,"/Helen_file/GH010019"
"142","plen","Plen304","2019-11-06 9:30:12","sylvia melanocephala","feeding / NV",1,1,NA,9,56,NA,-6.4457236,36.9655828,"/Helen_file/GH050019"
"143","plen","Plen304","2018-12-19 10:45:44","sylvia melanocephala","prob feeding",1,1,NA,9,27,NA,-6.4457236,36.9655828,"/Helen_file/GP067522"
"144","plen","Plen304","2019-10-09 10:59:31","sylvia melanocephala","prob_feeding / exploring",1,1,NA,9,88,NA,-6.4457236,36.9655828,"/Helen_file/GH070019"
"145","plen","Plen304","2019-11-06 9:22:17","sylvia melanocephala","feeding",1,1,NA,9,87,NA,-6.4457236,36.9655828,"/Helen_file/GH040019"
"146","plen","Plen304","2019-11-19 10:49:25","sylvia melanocephala","interacting / prob_feeding",1,1,NA,9,160,NA,-6.4457236,36.9655828,"/Helen_file/GH080023"
"147","plen","Plen304","2018-12-19 10:10:34","sylvia melanocephala","prob feeding",1,1,NA,9,30,NA,-6.4457236,36.9655828,"/Helen_file/GP037522"
"148","plen","Plen304","2019-12-18 9:41:20","erithacus rubecula","exploring / prob_feeding",1,1,NA,9,109,NA,-6.4457236,36.9655828,"/Helen_file/GH040044"
"149","plen","Plen304","2019-11-19 8:51:37","sylvia melanocephala","feeding",1,1,NA,9,3,NA,-6.4457236,36.9655828,"/Helen_file/GH010023"
"150","plen","Plen304","2019-10-09 9:18:47","unknown","prob_feeding / NV",1,1,NA,9,52,NA,-6.4457236,36.9655828,"/Helen_file/GH010019"
"151","plen","Plen304","2019-12-18 9:59:04","erithacus rubecula","feeding / exploring",1,1,NA,9,57,NA,-6.4457236,36.9655828,"/Helen_file/GH050044"
"152","plen","Plen304","2018-12-19 10:45:42","sylvia melanocephala","feeding",1,1,NA,9,38,NA,-6.4457236,36.9655828,"/Helen_file/GP067522"
"153","plen","Plen304","2019-12-03 11:13:29","sylvia melanocephala","exploring / prob_feeding",1,1,NA,9,72,NA,-6.4457236,36.9655828,"/Helen_file/GH080029"
"154","plen","Plen304","2019-12-18 9:50:16","erithacus rubecula","feeding",1,1,NA,9,74,NA,-6.4457236,36.9655828,"/Helen_file/GH050044"
"155","plen","Plen304","2019-11-06 9:17:27","chloris chloris","feeding / perching",1,1,NA,9,7,NA,-6.4457236,36.9655828,"/Helen_file/GH040019"
"156","plen","Plen304","2018-12-19 9:41:49","sylvia melanocephala","prob feeding",1,1,NA,9,42,NA,-6.4457236,36.9655828,"/Helen_file/GP017522"
"157","plen","Plen304","2019-12-03 10:03:38","erithacus rubecula","exploring / prob_feeding",1,1,NA,9,86,NA,-6.4457236,36.9655828,"/Helen_file/GH040029"
"158","plen","Plen304","2019-12-03 10:07:39","sylvia melanocephala","exploring / prob_feeding",1,1,NA,9,41,NA,-6.4457236,36.9655828,"/Helen_file/GH040029"
"159","plen","Plen304","2019-10-24 10:22:30","erithacus rubecula","prob_feeding / NV",1,1,NA,9,70,NA,-6.4457236,36.9655828,"/Helen_file/GH060048"
"160","plen","Plen304","2019-10-24 10:39:23","sylvia melanocephala","feeding / NV",1,1,NA,9,79,NA,-6.4457236,36.9655828,"/Helen_file/GH070048"
"161","plen","Plen304","2019-10-24 10:43:28","sylvia melanocephala","feeding / preening / interacting / NV",1,1,NA,9,116,NA,-6.4457236,36.9655828,"/Helen_file/GH070048"
"162","plen","Plen304","2018-12-19 10:48:05","sylvia melanocephala","feeding",1,1,NA,9,41,NA,-6.4457236,36.9655828,"/Helen_file/GP067522"
"163","plen","Plen304","2019-10-09 9:23:46","sylvia melanocephala","prob_feeding",1,1,NA,9,20,NA,-6.4457236,36.9655828,"/Helen_file/GH010019"
"164","plen","Plen304","2019-11-19 9:43:47","sylvia melanocephala","feeding / NV",1,1,NA,9,55,NA,-6.4457236,36.9655828,"/Helen_file/GH040023"
"165","plen","Plen304","2018-12-19 10:12:13","sylvia melanocephala","feeding",1,1,NA,9,57,NA,-6.4457236,36.9655828,"/Helen_file/GP037522"
"166","plen","Plen304","2018-12-19 10:28:00","sylvia melanocephala","feeding",1,1,NA,9,60,NA,-6.4457236,36.9655828,"/Helen_file/GP057522"
"167","plen","Plen304","2018-12-19 10:28:43","sylvia atricapilla","prob feeding",1,1,NA,9,54,NA,-6.4457236,36.9655828,"/Helen_file/GP057522"
"168","plen","Plen304","2019-12-03 11:06:32","erithacus rubecula","exploring / prob_feeding",1,1,NA,9,106,NA,-6.4457236,36.9655828,"/Helen_file/GH080029"
"169","plen","Plen304","2019-11-19 9:55:17","sylvia melanocephala","prob_feeding / NV",1,1,NA,9,101,NA,-6.4457236,36.9655828,"/Helen_file/GH050023"
"170","plen","Plen304","2019-11-19 10:01:48","sylvia melanocephala","preening / NV / prob_feeding",1,1,NA,9,120,NA,-6.4457236,36.9655828,"/Helen_file/GH050023"
"171","plen","Plen304","2019-11-19 8:54:13","turdus merula","feeding / NV",1,1,NA,9,230,NA,-6.4457236,36.9655828,"/Helen_file/GH010023"
"172","plen","Plen304","2019-11-19 10:17:14","sylvia melanocephala","feeding / NV",1,1,NA,9,225,NA,-6.4457236,36.9655828,"/Helen_file/GH060023"
"173","plen","Plen304","2019-09-25 10:05:28","sylvia melanocephala","exploring / prob_feeding",1,1,NA,9,76,NA,-6.4457236,36.9655828,"/Helen_file/GH040037"
"174","plen","Plen304","2019-12-03 10:08:03","sylvia melanocephala","exploring / prob_feeding",1,1,NA,9,77,NA,-6.4457236,36.9655828,"/Helen_file/GH040029"
"175","plen","Plen304","2018-12-19 10:08:18","sylvia melanocephala","prob feeding",1,1,NA,9,95,NA,-6.4457236,36.9655828,"/Helen_file/GP037522"
"176","plen","Plen304","2019-11-19 9:16:06","fringilla coelebs","prob_feeding",1,1,NA,9,40,NA,-6.4457236,36.9655828,"/Helen_file/GH030023"
"177","plen","Plen304","2019-11-19 10:48:56","sylvia melanocephala","prob_feeding / NV / interacting",1,1,NA,9,89,NA,-6.4457236,36.9655828,"/Helen_file/GH080023"
"178","plen","Plen304","2019-11-19 10:49:06","sylvia melanocephala","exploring / prob_feeding / interacting",1,1,NA,9,248,NA,-6.4457236,36.9655828,"/Helen_file/GH080023"
"179","plen","Plen304","2020-01-14 9:48:06","sylvia melanocephala","feeding",1,1,NA,9,40,NA,-6.4457236,36.9655828,"/Helen_file/GH010073"
"180","plen","Plen304","2020-01-14 9:57:10","erithacus rubecula","feeding",1,1,NA,9,11,NA,-6.4457236,36.9655828,"/Helen_file/GH020073"
"181","plen","Plen304","2019-09-09 9:55:17","phoenicurus phoenicurus","prob_feeding",1,1,NA,9,22,NA,-6.4457236,36.9655828,"/Helen_file/GH030007"
"182","plen","Plen304","2018-12-19 10:26:30","sylvia melanocephala","exploring/not feeding",1,1,NA,9,10,NA,-6.4457236,36.9655828,"/Helen_file/GP057522"
"183","plen","Plen304","2019-09-09 10:07:20","phoenicurus phoenicurus","NV / prob_feeding / perching",1,1,NA,9,111,NA,-6.4457236,36.9655828,"/Helen_file/GH040007"
"184","plen","Plen304","2019-12-03 10:43:14","sylvia melanocephala","exploring / prob_feeding",1,1,NA,9,59,NA,-6.4457236,36.9655828,"/Helen_file/GH060029"
"185","plen","Plen304","2019-12-03 9:31:48","erithacus rubecula","feeding / exploring",1,1,NA,9,50,NA,-6.4457236,36.9655828,"/Helen_file/GH020029"
"186","plen","Plen304","2019-12-18 10:06:49","erithacus rubecula","feeding",1,1,NA,9,37,NA,-6.4457236,36.9655828,"/Helen_file/GH060044"
"187","plen","Plen304","2019-10-09 9:54:18","sylvia melanocephala","NV / prob_feeding",1,1,NA,9,31,NA,-6.4457236,36.9655828,"/Helen_file/GH030019"
"188","plen","Plen304","2019-10-09 9:54:37","phoenicurus phoenicurus","NV / prob_feeding",1,1,NA,9,61,NA,-6.4457236,36.9655828,"/Helen_file/GH030019"
"189","plen","Plen304","2019-11-06 8:51:16","sylvia melanocephala","exploring / prob_feeding",1,1,NA,9,74,NA,-6.4457236,36.9655828,"/Helen_file/GH020019"
"190","plen","Plen304","2019-11-06 9:05:59","sylvia melanocephala","feeding / preening / perching",1,1,NA,9,71,NA,-6.4457236,36.9655828,"/Helen_file/GH030019"
"191","plen","Plen304","2019-12-03 10:04:45","sylvia melanocephala","feeding / NV",1,1,NA,9,59,NA,-6.4457236,36.9655828,"/Helen_file/GH040029"
"192","plen","Plen304","2019-10-24 9:46:38","sylvia atricapilla","feeding / NV",1,1,NA,9,86,NA,-6.4457236,36.9655828,"/Helen_file/GH040048"
"193","plen","Plen304","2019-11-06 9:30:48","sylvia melanocephala","prob_feeding / NV",1,1,NA,9,32,NA,-6.4457236,36.9655828,"/Helen_file/GH050019"
"194","plen","Plen304","2019-11-06 9:30:57","sylvia melanocephala","prob_feeding / NV",1,1,NA,9,60,NA,-6.4457236,36.9655828,"/Helen_file/GH050019"
"195","plen","Plen304","2019-09-25 10:20:00","sylvia melanocephala","NV / prob_feeding",1,1,NA,9,124,NA,-6.4457236,36.9655828,"/Helen_file/GH050037"
"196","plen","Plen304","2019-12-03 10:09:26","sylvia melanocephala","prob_feeding / interacting",1,1,NA,9,68,NA,-6.4457236,36.9655828,"/Helen_file/GH040029"
"197","plen","Plen304","2019-12-03 10:16:24","sylvia melanocephala","feeding",1,1,NA,9,119,NA,-6.4457236,36.9655828,"/Helen_file/GH050029"
"198","plen","Plen304","2019-12-03 10:18:26","erithacus rubecula","feeding / NV",1,1,NA,9,273,NA,-6.4457236,36.9655828,"/Helen_file/GH050029"
"199","plen","Plen304","2019-10-09 9:27:23","erithacus rubecula","prob_feeding / NV",1,1,NA,9,33,NA,-6.4457236,36.9655828,"/Helen_file/GH010019"
"200","plen","Plen304","2019-10-09 9:30:28","sylvia melanocephala","prob_feeding / NV / interacting",1,1,NA,9,67,NA,-6.4457236,36.9655828,"/Helen_file/GH020019"
"201","plen","Plen304","2019-10-09 9:36:27","sylvia melanocephala","prob_feeding / NV",1,1,NA,9,37,NA,-6.4457236,36.9655828,"/Helen_file/GH020019"
"202","plen","Plen304","2019-10-09 10:01:57","phoenicurus phoenicurus","feeding",1,1,NA,9,74,NA,-6.4457236,36.9655828,"/Helen_file/GH030019"
"203","plen","Plen304","2019-10-09 9:47:52","sylvia melanocephala","prob_feeding / NV / preening",1,1,NA,9,116,NA,-6.4457236,36.9655828,"/Helen_file/GH030019"
"204","plen","Plen304","2019-10-09 9:50:20","sylvia melanocephala","prob_feeding / NV",1,1,NA,9,162,NA,-6.4457236,36.9655828,"/Helen_file/GH030019"
"205","plen","Plen304","2019-10-24 10:28:18","sylvia melanocephala","feeding",1,1,NA,9,21,NA,-6.4457236,36.9655828,"/Helen_file/GH060048"
"206","plen","Plen304","2019-10-24 10:30:20","erithacus rubecula","feeding / NV",1,1,NA,9,99,NA,-6.4457236,36.9655828,"/Helen_file/GH060048"
"207","plen","Plen304","2019-10-24 10:18:19","sylvia melanocephala","exploring / prob_feeding",1,1,NA,9,39,NA,-6.4457236,36.9655828,"/Helen_file/GH060048"
"208","plen","Plen304","2019-10-24 10:18:21","sylvia melanocephala","exploring / prob_feeding",1,1,NA,9,57,NA,-6.4457236,36.9655828,"/Helen_file/GH060048"
"209","plen","Plen304","2019-10-09 9:54:47","sylvia atricapilla","NV / prob_feeding",1,1,NA,9,93,NA,-6.4457236,36.9655828,"/Helen_file/GH030019"
"210","plen","Plen304","2019-10-09 9:55:17","sylvia melanocephala","NV / preening / prob_feeding",1,1,NA,9,162,NA,-6.4457236,36.9655828,"/Helen_file/GH030019"
"211","plen","Plen304","2018-12-19 10:50:30","erithacus rubecula","exploring/not feeding",1,1,NA,9,3,NA,-6.4457236,36.9655828,"/Helen_file/GP077522"
"212","plen","Plen304","2019-09-25 10:02:15","sylvia sp","NV / prob_feeding",1,1,NA,9,44,NA,-6.4457236,36.9655828,"/Helen_file/GH040037"
"213","plen","Plen304","2019-10-24 9:41:00","sylvia melanocephala","prob_feeding",1,1,NA,9,74,NA,-6.4457236,36.9655828,"/Helen_file/GH030048"
"214","plen","Plen304","2019-10-24 9:46:09","sylvia melanocephala","feeding / NV",1,1,NA,9,100,NA,-6.4457236,36.9655828,"/Helen_file/GH040048"
"215","plen","Plen304","2019-10-24 9:48:39","sylvia melanocephala","feeding / NV",1,1,NA,9,181,NA,-6.4457236,36.9655828,"/Helen_file/GH040048"
"216","plen","Plen304","2019-10-24 9:51:00","sylvia atricapilla","feeding / NV / perching",1,1,NA,9,158,NA,-6.4457236,36.9655828,"/Helen_file/GH040048"
"217","plen","Plen304","2019-11-19 10:30:05","erithacus rubecula","prob_feeding / NV",1,1,NA,9,74,NA,-6.4457236,36.9655828,"/Helen_file/GH070023"
"218","plen","Plen304","2019-11-19 10:47:28","sylvia melanocephala","prob_feeding / NV",1,1,NA,9,80,NA,-6.4457236,36.9655828,"/Helen_file/GH080023"
"219","plen","Plen304","2019-10-09 10:10:41","sylvia melanocephala","prob_feeding",1,1,NA,9,41,NA,-6.4457236,36.9655828,"/Helen_file/GH040019"
"220","plen","Plen304","2019-10-09 10:14:46","sylvia melanocephala","prob_feeding",1,1,NA,9,25,NA,-6.4457236,36.9655828,"/Helen_file/GH040019"
"221","plen","Plen304","2019-10-09 10:23:58","sylvia atricapilla","feeding / NV",1,1,NA,9,121,NA,-6.4457236,36.9655828,"/Helen_file/GH050019"
"222","plen","Plen304","2019-12-18 9:37:30","erithacus rubecula","feeding",1,1,NA,9,90,NA,-6.4457236,36.9655828,"/Helen_file/GH040044"
"223","plen","Plen304","2019-10-09 9:33:22","sylvia melanocephala","prob_feeding / NV",1,1,NA,9,59,NA,-6.4457236,36.9655828,"/Helen_file/GH020019"
"224","plen","Plen304","2019-09-09 10:06:01","sylvia communis","exploring / prob_feeding",1,1,NA,9,44,NA,-6.4457236,36.9655828,"/Helen_file/GH040007"
"225","plen","Plen304","2019-12-03 9:04:48","sylvia sp","exploring / prob_feeding",1,1,NA,9,93,NA,-6.4457236,36.9655828,"/Helen_file/GH010029"
"226","plen","Plen304","2019-09-09 10:27:19","phoenicurus phoenicurus","feeding / exploring",1,1,NA,9,339,NA,-6.4457236,36.9655828,"/Helen_file/GH050007"
