"","plant","plant_ID","DateTime","Sp1","behaviour","Count","ncam","Videos","Days","duration","TimestampIssues","Long","Lat","path"
"15","plen","Plen301","2019-10-23 9:33:53","sylvia melanocephala","feeding / perching",1,1,NA,9,62,NA,-6.4464353,36.9660322,"/Helen_file/GH020013"
"16","plen","Plen301","2019-09-24 9:09:13","sylvia melanocephala","prob_feeding",1,1,NA,9,33,NA,-6.4464353,36.9660322,"/Helen_file/GH010001"
"17","plen","Plen301","2019-10-23 10:51:20","turdus merula","perching / prob_feeding",1,1,NA,9,114,NA,-6.4464353,36.9660322,"/Helen_file/GH070013"
"18","plen","Plen301","2019-12-03 10:21:47","erithacus rubecula","perching / exploring / prob_feeding",1,1,NA,9,43,NA,-6.4464353,36.9660322,"/Helen_file/GH050035"
"19","plen","Plen301","2019-09-24 9:46:02","sylvia communis","prob_feeding",1,1,NA,9,91,NA,-6.4464353,36.9660322,"/Helen_file/GH030001"
"20","plen","Plen301","2019-12-17 10:12:40","sylvia melanocephala","feeding",1,1,NA,9,64,NA,-6.4464353,36.9660322,"/Helen_file/GH060031"
"21","plen","Plen301","2019-12-03 9:28:30","erithacus rubecula","perching / exploring / prob_feeding",1,1,NA,9,79,NA,-6.4464353,36.9660322,"/Helen_file/GH020035"
"22","plen","Plen301","2019-10-08 9:54:19","sylvia melanocephala","prob_feeding",1,1,NA,9,15,NA,-6.4464353,36.9660322,"/Helen_file/GH030018"
"23","plen","Plen301","2019-10-23 10:55:19","sylvia melanocephala","exploring / prob_feeding / NV",1,1,NA,9,102,NA,-6.4464353,36.9660322,"/Helen_file/GH070013"
"24","plen","Plen301","2019-11-06 10:17:09","sylvia melanocephala","prob_feeding / exploring",1,1,NA,9,139,NA,-6.4464353,36.9660322,"/Helen_file/GH080052"
"25","plen","Plen301","2020-01-14 10:07:39","erithacus rubecula","prob_feeding",1,1,NA,9,38,NA,-6.4464353,36.9660322,"/Helen_file/GH030041"
"26","plen","Plen301","2019-10-08 10:06:00","sylvia melanocephala","prob_feeding",1,1,NA,9,37,NA,-6.4464353,36.9660322,"/Helen_file/GH040018"
"27","plen","Plen301","2019-10-08 10:28:13","sylvia melanocephala","prob_feeding",1,1,NA,9,68,NA,-6.4464353,36.9660322,"/Helen_file/GH050018"
"28","plen","Plen301","2019-10-23 10:36:50","sylvia melanocephala","prob_feeding / NV",1,1,NA,9,140,NA,-6.4464353,36.9660322,"/Helen_file/GH060013"
"29","plen","Plen301","2019-12-03 9:44:58","sylvia undata","feeding",1,1,NA,9,55,NA,-6.4464353,36.9660322,"/Helen_file/GH030035"
"30","plen","Plen301","2019-09-24 9:50:26","sylvia melanocephala","prob_feeding",1,1,NA,9,7,NA,-6.4464353,36.9660322,"/Helen_file/GH040001"
"31","plen","Plen301","2019-11-06 9:31:12","sylvia melanocephala","prob_feeding",1,1,NA,9,45,NA,-6.4464353,36.9660322,"/Helen_file/GH050052"
"32","plen","Plen301","2019-12-03 8:57:14","erithacus rubecula","perching / singing / prob_feeding",1,1,NA,9,93,NA,-6.4464353,36.9660322,"/Helen_file/GH010035"
"33","plen","Plen301","2019-10-08 10:07:15","sylvia melanocephala","prob_feeding",1,1,NA,9,83,NA,-6.4464353,36.9660322,"/Helen_file/GH040018"
"34","plen","Plen301","2019-01-17 11:52:06","erithacus rubecula","prob feeding",1,1,NA,9,53,NA,-6.4464353,36.9660322,"/Helen_file/GH080022"
"35","plen","Plen301","2019-11-06 9:46:52","cyanistes caeruleus","feeding / NV",1,1,NA,9,78,NA,-6.4464353,36.9660322,"/Helen_file/GH060052"
"36","plen","Plen301","2019-11-06 8:37:01","erithacus rubecula","NV / prob_feeding",1,1,NA,9,70,NA,-6.4464353,36.9660322,"/Helen_file/GH020052"
"37","plen","Plen301","2019-11-19 9:06:12","sylvia melanocephala","feeding",1,1,NA,9,20,NA,-6.4464353,36.9660322,"/Helen_file/GH020031"
"38","plen","Plen301","2019-10-23 9:55:53","erithacus rubecula","feeding",1,1,NA,9,79,NA,-6.4464353,36.9660322,"/Helen_file/GH030013"
"39","plen","Plen301","2019-09-24 10:26:40","sylvia melanocephala","feeding / perching",1,1,NA,9,144,NA,-6.4464353,36.9660322,"/Helen_file/GH060001"
"40","plen","Plen301","2020-01-14 10:21:33","erithacus rubecula","feeding",1,1,NA,9,9,NA,-6.4464353,36.9660322,"/Helen_file/GH040041"
"41","plen","Plen301","2019-01-17 11:21:10","sylvia undata","feeding",1,1,NA,9,51,NA,-6.4464353,36.9660322,"/Helen_file/GH060022"
"42","plen","Plen301","2019-01-17 10:08:03","erithacus rubecula","exploring/not feeding",1,1,NA,9,10,NA,-6.4464353,36.9660322,"/Helen_file/GH020022"
"43","plen","Plen301","2019-10-23 9:24:22","turdus merula","NV / prob_feeding",1,1,NA,9,59,NA,-6.4464353,36.9660322,"/Helen_file/GH020013"
"44","plen","Plen301","2019-01-17 11:13:21","sylvia undata","feeding",1,1,NA,9,54,NA,-6.4464353,36.9660322,"/Helen_file/GH060022"
"45","plen","Plen301","2019-10-23 10:05:23","erithacus rubecula","feeding / perching / singing",1,1,NA,9,114,NA,-6.4464353,36.9660322,"/Helen_file/GH040013"
"46","plen","Plen301","2019-11-06 8:35:24","sylvia melanocephala","perching / singing / prob_feeding",1,1,NA,9,44,NA,-6.4464353,36.9660322,"/Helen_file/GH020052"
"47","plen","Plen301","2020-01-14 10:12:51","sylvia undata","exploring / prob_feeding",1,1,NA,9,66,NA,-6.4464353,36.9660322,"/Helen_file/GH030041"
"48","plen","Plen301","2019-10-23 9:22:32","sylvia melanocephala","prob_feeding / NV",1,1,NA,9,58,NA,-6.4464353,36.9660322,"/Helen_file/GH020013"
"49","plen","Plen301","2019-10-23 9:22:56","sylvia melanocephala","prob_feeding / NV / interacting",1,1,NA,9,45,NA,-6.4464353,36.9660322,"/Helen_file/GH020013"
"50","plen","Plen301","2019-12-03 10:03:40","erithacus rubecula","perching / NV / prob_feeding",1,1,NA,9,111,NA,-6.4464353,36.9660322,"/Helen_file/GH040035"
"51","plen","Plen301","2020-01-14 10:30:03","erithacus rubecula","exploring / prob_feeding",1,1,NA,9,21,NA,-6.4464353,36.9660322,"/Helen_file/GH040041"
"52","plen","Plen301","2019-12-03 10:05:54","sylvia melanocephala","exploring / prob_feeding",1,1,NA,9,34,NA,-6.4464353,36.9660322,"/Helen_file/GH050035"
"53","plen","Plen301","2019-10-23 10:05:21","sylvia melanocephala","prob_feeding",1,1,NA,9,19,NA,-6.4464353,36.9660322,"/Helen_file/GH040013"
"54","plen","Plen301","2019-10-23 11:08:25","turdus merula","prob_feeding",1,1,NA,9,54,NA,-6.4464353,36.9660322,"/Helen_file/GH070013"
"55","plen","Plen301","2019-10-08 10:04:16","sylvia melanocephala","prob_feeding",1,1,NA,9,58,NA,-6.4464353,36.9660322,"/Helen_file/GH040018"
"56","plen","Plen301","2019-09-24 10:27:05","sylvia melanocephala","feeding / perching",1,1,NA,9,45,NA,-6.4464353,36.9660322,"/Helen_file/GH060001"
"57","plen","Plen302","2019-12-03 9:14:41","sylvia melanocephala","exploring / prob_feeding",1,1,NA,9,118,NA,-6.4466999,36.9661981,"/Helen_file/GH020062"
"58","plen","Plen302","2019-10-23 9:50:14","sylvia melanocephala","feeding",1,1,NA,9,32,NA,-6.4466999,36.9661981,"/Helen_file/GH030018"
