"","Path","duration"
"1","Rev1_20211109/Aune001_19/IMG_0001.AVI","10.533228"
"2","Rev1_20211109/Aune001_19/IMG_0002.AVI","31.533018"
"3","Rev1_20211109/Aune001_19/IMG_0003.AVI","10.533228"
"4","Rev1_20211109/Aune001_19/IMG_0004.AVI","10.566561"
"5","Rev1_20211109/Aune001_19/IMG_0005.AVI","10.533228"
"6","Rev1_20211109/Aune001_19/IMG_0006.AVI","42.99957"
"7","Rev1_20211109/Aune001_19/IMG_0007.AVI","21.033123"
"8","Rev1_20211109/Aune001_19/IMG_0008.AVI","16.833165"
"9","Rev1_20211109/Aune001_19/IMG_0009.AVI","10.499895"
"10","Rev1_20211109/Aune001_19/IMG_0010.AVI","10.499895"
"11","Rev1_20211109/Aune001_19/IMG_0011.AVI","27.33306"
"12","Rev1_20211109/Aune001_19/IMG_0012.AVI","10.499895"
"13","Rev1_20211109/Aune001_19/IMG_0013.AVI","16.766499"
"14","Rev1_20211109/Aune001_19/IMG_0014.AVI","16.799832"
"15","Rev1_20211109/Aune001_19/IMG_0015.AVI","10.499895"
"16","Rev1_20211109/Aune001_19/IMG_0016.AVI","10.533228"
"17","Rev1_20211109/Aune001_19/IMG_0017.AVI","10.499895"
"18","Rev1_20211109/Aune001_19/IMG_0018.AVI","20.99979"
"19","Rev1_20211109/Aune001_19/IMG_0019.AVI","10.499895"
"20","Rev1_20211109/Aune001_19/IMG_0020.AVI","10.533228"
"21","Rev1_20211109/Aune001_19/IMG_0021.AVI","10.533228"
"22","Rev1_20211109/Aune001_19/IMG_0022.AVI","10.533228"
"23","Rev1_20211109/Aune001_19/IMG_0023.AVI","21.066456"
"24","Rev1_20211109/Aune001_19/IMG_0024.AVI","10.499895"
"25","Rev1_20211109/Aune001_19/IMG_0025.AVI","10.499895"
"26","Rev1_20211109/Aune001_19/IMG_0026.AVI","10.533228"
"27","Rev1_20211109/Aune001_19/IMG_0027.AVI","10.533228"
"28","Rev1_20211109/Aune001_19/IMG_0028.AVI","10.499895"
"29","Rev1_20211109/Aune001_19/IMG_0029.AVI","19.966467"
"30","Rev1_20211109/Aune001_19/IMG_0030.AVI","10.499895"
"31","Rev1_20211109/Aune001_19/IMG_0031.AVI","10.499895"
"32","Rev1_20211109/Aune001_19/IMG_0032.AVI","10.533228"
"33","Rev1_20211109/Aune001_19/IMG_0033.AVI","18.899811"
"34","Rev1_20211109/Aune001_19/IMG_0034.AVI","26.266404"
"35","Rev1_20211109/Aune001_19/IMG_0035.AVI","55.632777"
"36","Rev1_20211109/Aune001_19/IMG_0036.AVI","48.299517"
"37","Rev1_20211109/Aune001_19/IMG_0037.AVI","16.799832"
"38","Rev1_20211109/Aune001_19/IMG_0038.AVI","16.833165"
"39","Rev1_20211109/Aune001_19/IMG_0039.AVI","10.499895"
"40","Rev1_20211109/Aune001_19/IMG_0040.AVI","10.499895"
"41","Rev1_20211109/Aune001_19/IMG_0041.AVI","16.833165"
"42","Rev1_20211109/Aune001_19/IMG_0042.AVI","16.833165"
"43","Rev1_20211109/Aune001_19/IMG_0043.AVI","10.533228"
"44","Rev1_20211109/Aune001_19/IMG_0044.AVI","34.66632"
"45","Rev1_20211109/Aune001_19/IMG_0045.AVI","10.533228"
"46","Rev1_20211109/Aune001_19/IMG_0046.AVI","20.166465"
"47","Rev1_20211109/Aune001_19/IMG_0047.AVI","33.632997"
"48","Rev1_20211109/Aune001_19/IMG_0048.AVI","10.499895"
"49","Rev1_20211109/Aune001_19/IMG_0049.AVI","10.499895"
"50","Rev1_20211109/Aune001_19/IMG_0050.AVI","10.499895"
