"","X.1","X","Path","filemodifydate","duration","fileType","FrameRate","ImageWidth","ImageHeight","Compression"
"1793",1793,1793,"Rev2_20211123/Aune_002_31/IMG_0077.MP4","2021:11:18 14:42:38+01:00","10.25","MP4",NA,1920,1080,NA
"1794",1794,1794,"Rev2_20211123/Aune_002_31/IMG_0078.MP4","2021:11:18 17:49:06+01:00","10.25","MP4",NA,1920,1080,NA
"1795",1795,1795,"Rev2_20211123/Aune_002_31/IMG_0079.MP4","2021:11:19 10:37:36+01:00","10.25","MP4",NA,1920,1080,NA
"1796",1796,1796,"Rev2_20211123/Aune_002_31/IMG_0080.MP4","2021:11:19 11:37:58+01:00","10.25","MP4",NA,1920,1080,NA
"1797",1797,1797,"Rev2_20211123/Aune_002_31/IMG_0081.MP4","2021:11:19 12:09:20+01:00","10.25","MP4",NA,1920,1080,NA
"1798",1798,1798,"Rev2_20211123/Aune_002_31/IMG_0082.MP4","2021:11:19 12:09:50+01:00","10.25","MP4",NA,1920,1080,NA
"1799",1799,1799,"Rev2_20211123/Aune_002_31/IMG_0083.MP4","2021:11:19 12:37:02+01:00","10.25","MP4",NA,1920,1080,NA
"1800",1800,1800,"Rev2_20211123/Aune_002_31/IMG_0084.MP4","2021:11:19 16:02:26+01:00","10.25","MP4",NA,1920,1080,NA
"1801",1801,1801,"Rev2_20211123/Aune_002_31/IMG_0085.MP4","2021:11:19 16:21:56+01:00","10.25","MP4",NA,1920,1080,NA
"1802",1802,1802,"Rev2_20211123/Aune_002_31/IMG_0086.MP4","2021:11:19 19:48:26+01:00","10","MP4",NA,1920,1080,NA
"1803",1803,1803,"Rev2_20211123/Aune_002_31/IMG_0087.MP4","2021:11:20 15:55:16+01:00","10.25","MP4",NA,1920,1080,NA
"1804",1804,1804,"Rev2_20211123/Aune_002_31/IMG_0088.MP4","2021:11:20 18:23:52+01:00","10","MP4",NA,1920,1080,NA
"1805",1805,1805,"Rev2_20211123/Aune_002_31/IMG_0089.MP4","2021:11:21 13:13:12+01:00","10.25","MP4",NA,1920,1080,NA
"1806",1806,1806,"Rev2_20211123/Aune_002_31/IMG_0090.MP4","2021:11:21 15:34:16+01:00","10","MP4",NA,1920,1080,NA
"1807",1807,1807,"Rev2_20211123/Aune_002_31/IMG_0091.MP4","2021:11:21 15:35:32+01:00","10.25","MP4",NA,1920,1080,NA
"1808",1808,1808,"Rev2_20211123/Aune_002_31/IMG_0092.MP4","2021:11:21 15:39:06+01:00","10.25","MP4",NA,1920,1080,NA
"1809",1809,1809,"Rev2_20211123/Aune_002_31/IMG_0093.MP4","2021:11:21 15:41:10+01:00","10","MP4",NA,1920,1080,NA
"1810",1810,1810,"Rev2_20211123/Aune_002_31/IMG_0094.MP4","2021:11:21 15:43:18+01:00","10.25","MP4",NA,1920,1080,NA
"1811",1811,1811,"Rev2_20211123/Aune_002_31/IMG_0095.MP4","2021:11:21 15:44:38+01:00","18.25","MP4",NA,1920,1080,NA
"1812",1812,1812,"Rev2_20211123/Aune_002_31/IMG_0096.MP4","2021:11:21 15:48:38+01:00","10","MP4",NA,1920,1080,NA
"1813",1813,1813,"Rev2_20211123/Aune_002_31/IMG_0097.MP4","2021:11:21 15:49:10+01:00","18.25","MP4",NA,1920,1080,NA
"1814",1814,1814,"Rev2_20211123/Aune_002_31/IMG_0098.MP4","2021:11:21 15:50:56+01:00","10.25","MP4",NA,1920,1080,NA
"1815",1815,1815,"Rev2_20211123/Aune_002_31/IMG_0099.MP4","2021:11:21 15:56:04+01:00","10","MP4",NA,1920,1080,NA
"1816",1816,1816,"Rev2_20211123/Aune_002_31/IMG_0100.MP4","2021:11:21 15:56:18+01:00","10.25","MP4",NA,1920,1080,NA
"1817",1817,1817,"Rev2_20211123/Aune_002_31/IMG_0101.MP4","2021:11:21 15:56:40+01:00","10.25","MP4",NA,1920,1080,NA
"1818",1818,1818,"Rev2_20211123/Aune_002_31/IMG_0102.MP4","2021:11:21 15:57:32+01:00","10","MP4",NA,1920,1080,NA
"1819",1819,1819,"Rev2_20211123/Aune_002_31/IMG_0103.MP4","2021:11:21 16:01:36+01:00","10","MP4",NA,1920,1080,NA
"1820",1820,1820,"Rev2_20211123/Aune_002_31/IMG_0104.MP4","2021:11:21 16:03:04+01:00","10","MP4",NA,1920,1080,NA
"1821",1821,1821,"Rev2_20211123/Aune_002_31/IMG_0105.MP4","2021:11:21 16:05:42+01:00","10","MP4",NA,1920,1080,NA
"1822",1822,1822,"Rev2_20211123/Aune_002_31/IMG_0106.MP4","2021:11:21 16:06:44+01:00","10.25","MP4",NA,1920,1080,NA
"1823",1823,1823,"Rev2_20211123/Aune_002_31/IMG_0107.MP4","2021:11:21 16:07:04+01:00","10","MP4",NA,1920,1080,NA
"1824",1824,1824,"Rev2_20211123/Aune_002_31/IMG_0108.MP4","2021:11:21 16:09:28+01:00","10","MP4",NA,1920,1080,NA
"1825",1825,1825,"Rev2_20211123/Aune_002_31/IMG_0109.MP4","2021:11:21 16:09:40+01:00","10","MP4",NA,1920,1080,NA
"1826",1826,1826,"Rev2_20211123/Aune_002_31/IMG_0110.MP4","2021:11:21 16:09:54+01:00","10","MP4",NA,1920,1080,NA
"1827",1827,1827,"Rev2_20211123/Aune_002_31/IMG_0111.MP4","2021:11:21 16:10:48+01:00","10","MP4",NA,1920,1080,NA
"1828",1828,1828,"Rev2_20211123/Aune_002_31/IMG_0112.MP4","2021:11:21 16:11:04+01:00","10","MP4",NA,1920,1080,NA
"1829",1829,1829,"Rev2_20211123/Aune_002_31/IMG_0113.MP4","2021:11:21 16:14:24+01:00","10.25","MP4",NA,1920,1080,NA
"1830",1830,1830,"Rev2_20211123/Aune_002_31/IMG_0114.MP4","2021:11:21 16:14:46+01:00","10.25","MP4",NA,1920,1080,NA
"1831",1831,1831,"Rev2_20211123/Aune_002_31/IMG_0115.MP4","2021:11:21 16:15:52+01:00","10","MP4",NA,1920,1080,NA
"1832",1832,1832,"Rev2_20211123/Aune_002_31/IMG_0116.MP4","2021:11:21 16:16:42+01:00","10","MP4",NA,1920,1080,NA
"1833",1833,1833,"Rev2_20211123/Aune_002_31/IMG_0117.MP4","2021:11:21 16:18:06+01:00","10","MP4",NA,1920,1080,NA
"1834",1834,1834,"Rev2_20211123/Aune_002_31/IMG_0118.MP4","2021:11:21 16:20:24+01:00","10","MP4",NA,1920,1080,NA
"1835",1835,1835,"Rev2_20211123/Aune_002_31/IMG_0119.MP4","2021:11:21 16:20:46+01:00","10","MP4",NA,1920,1080,NA
"1836",1836,1836,"Rev2_20211123/Aune_002_31/IMG_0120.MP4","2021:11:21 16:21:14+01:00","20.25","MP4",NA,1920,1080,NA
"1837",1837,1837,"Rev2_20211123/Aune_002_31/IMG_0121.MP4","2021:11:21 16:25:00+01:00","10.25","MP4",NA,1920,1080,NA
"1838",1838,1838,"Rev2_20211123/Aune_002_31/IMG_0122.MP4","2021:11:21 16:25:26+01:00","10","MP4",NA,1920,1080,NA
"1839",1839,1839,"Rev2_20211123/Aune_002_31/IMG_0123.MP4","2021:11:21 16:27:04+01:00","10","MP4",NA,1920,1080,NA
"1840",1840,1840,"Rev2_20211123/Aune_002_31/IMG_0124.MP4","2021:11:21 17:10:02+01:00","10","MP4",NA,1920,1080,NA
"1841",1841,1841,"Rev2_20211123/Aune_002_31/IMG_0125.MP4","2021:11:21 17:11:08+01:00","10.25","MP4",NA,1920,1080,NA
"1842",1842,1842,"Rev2_20211123/Aune_002_31/IMG_0126.MP4","2021:11:21 17:21:42+01:00","10","MP4",NA,1920,1080,NA
"1843",1843,1843,"Rev2_20211123/Aune_002_31/IMG_0127.MP4","2021:11:21 19:45:34+01:00","10","MP4",NA,1920,1080,NA
"1844",1844,1844,"Rev2_20211123/Aune_002_31/IMG_0128.MP4","2021:11:22 11:43:32+01:00","10.25","MP4",NA,1920,1080,NA
"1845",1845,1845,"Rev2_20211123/Aune_002_31/IMG_0129.MP4","2021:11:22 11:45:00+01:00","10.25","MP4",NA,1920,1080,NA
"1846",1846,1846,"Rev2_20211123/Aune_002_31/IMG_0130.MP4","2021:11:22 15:50:30+01:00","10","MP4",NA,1920,1080,NA
"1847",1847,1847,"Rev2_20211123/Aune_002_31/IMG_0131.MP4","2021:11:22 15:57:48+01:00","10.25","MP4",NA,1920,1080,NA
"1848",1848,1848,"Rev2_20211123/Aune_002_31/IMG_0132.MP4","2021:11:22 16:26:30+01:00","10.25","MP4",NA,1920,1080,NA
"1849",1849,1849,"Rev2_20211123/Aune_002_31/IMG_0133.MP4","2021:11:22 17:24:34+01:00","10","MP4",NA,1920,1080,NA
"1850",1850,1850,"Rev2_20211123/Aune_002_31/IMG_0134.MP4","2021:11:23 11:20:24+01:00","10.25","MP4",NA,1920,1080,NA
"1851",1851,1851,"Rev2_20211123/Aune_002_31/IMG_0135.MP4","2021:11:23 11:20:38+01:00","10.25","MP4",NA,1920,1080,NA
"1852",1852,1852,"Rev2_20211123/Aune_002_31/IMG_0136.MP4","2021:11:23 12:58:24+01:00","10.25","MP4",NA,1920,1080,NA
"1853",1853,1853,"Rev2_20211123/Aune_002_31/IMG_0137.MP4","2021:11:23 13:03:06+01:00","10","MP4",NA,1920,1080,NA
"1854",1854,1854,"Rev2_20211123/Aune_002_31/IMG_0138.MP4","2021:11:23 13:06:16+01:00","10","MP4",NA,1920,1080,NA
"1855",1855,1855,"Rev2_20211123/Aune_002_31/IMG_0139.MP4","2021:11:23 13:08:42+01:00","10","MP4",NA,1920,1080,NA
"1856",1856,1856,"Rev2_20211123/Aune_002_31/IMG_0140.MP4","2021:11:23 13:10:08+01:00","10","MP4",NA,1920,1080,NA
"1857",1857,1857,"Rev2_20211123/Aune_002_31/IMG_0141.MP4","2021:11:23 13:10:20+01:00","10","MP4",NA,1920,1080,NA
"1858",1858,1858,"Rev2_20211123/Aune_003_33/IMG_0001.MP4","2021:11:09 14:14:40+01:00","17.25","MP4",NA,1920,1080,NA
"1859",1859,1859,"Rev2_20211123/Aune_003_33/IMG_0002.MP4","2021:11:11 20:43:52+01:00","10","MP4",NA,1920,1080,NA
"1860",1860,1860,"Rev2_20211123/Aune_003_33/IMG_0003.MP4","2021:11:15 10:43:16+01:00","10.25","MP4",NA,1920,1080,NA
"1861",1861,1861,"Rev2_20211123/Aune_003_33/IMG_0004.MP4","2021:11:15 13:09:04+01:00","10","MP4",NA,1920,1080,NA
"1862",1862,1862,"Rev2_20211123/Aune_003_33/IMG_0005.MP4","2021:11:15 13:14:54+01:00","10","MP4",NA,1920,1080,NA
"1863",1863,1863,"Rev2_20211123/Aune_003_33/IMG_0006.MP4","2021:11:15 13:26:54+01:00","10","MP4",NA,1920,1080,NA
"1864",1864,1864,"Rev2_20211123/Aune_003_33/IMG_0007.MP4","2021:11:16 13:56:52+01:00","10","MP4",NA,1920,1080,NA
"1865",1865,1865,"Rev2_20211123/Aune_003_33/IMG_0008.MP4","2021:11:18 12:29:50+01:00","10","MP4",NA,1920,1080,NA
"1866",1866,1866,"Rev2_20211123/Aune_003_33/IMG_0009.MP4","2021:11:18 12:35:58+01:00","10","MP4",NA,1920,1080,NA
"1867",1867,1867,"Rev2_20211123/Aune_003_33/IMG_0010.MP4","2021:11:18 12:36:16+01:00","10","MP4",NA,1920,1080,NA
"1868",1868,1868,"Rev2_20211123/Aune_003_33/IMG_0011.MP4","2021:11:18 12:42:06+01:00","10","MP4",NA,1920,1080,NA
"1869",1869,1869,"Rev2_20211123/Aune_003_33/IMG_0012.MP4","2021:11:18 12:45:24+01:00","10","MP4",NA,1920,1080,NA
"1870",1870,1870,"Rev2_20211123/Aune_003_33/IMG_0013.MP4","2021:11:18 12:50:54+01:00","10","MP4",NA,1920,1080,NA
"1871",1871,1871,"Rev2_20211123/Aune_003_33/IMG_0014.MP4","2021:11:18 12:56:42+01:00","10","MP4",NA,1920,1080,NA
"1872",1872,1872,"Rev2_20211123/Aune_003_33/IMG_0015.MP4","2021:11:18 13:00:02+01:00","10","MP4",NA,1920,1080,NA
"1873",1873,1873,"Rev2_20211123/Aune_003_33/IMG_0016.MP4","2021:11:18 13:00:38+01:00","10","MP4",NA,1920,1080,NA
"1874",1874,1874,"Rev2_20211123/Aune_003_33/IMG_0017.MP4","2021:11:18 13:03:48+01:00","10","MP4",NA,1920,1080,NA
"1875",1875,1875,"Rev2_20211123/Aune_003_33/IMG_0018.MP4","2021:11:18 13:04:20+01:00","10","MP4",NA,1920,1080,NA
"1876",1876,1876,"Rev2_20211123/Aune_003_33/IMG_0019.MP4","2021:11:18 13:04:52+01:00","10","MP4",NA,1920,1080,NA
"1877",1877,1877,"Rev2_20211123/Aune_003_33/IMG_0020.MP4","2021:11:18 13:08:38+01:00","10","MP4",NA,1920,1080,NA
"1878",1878,1878,"Rev2_20211123/Aune_003_33/IMG_0021.MP4","2021:11:18 13:10:18+01:00","10","MP4",NA,1920,1080,NA
"1879",1879,1879,"Rev2_20211123/Aune_003_33/IMG_0022.MP4","2021:11:18 13:12:52+01:00","10","MP4",NA,1920,1080,NA
"1880",1880,1880,"Rev2_20211123/Aune_003_33/IMG_0023.MP4","2021:11:18 13:29:40+01:00","10","MP4",NA,1920,1080,NA
"1881",1881,1881,"Rev2_20211123/Aune_003_33/IMG_0024.MP4","2021:11:18 13:33:18+01:00","10","MP4",NA,1920,1080,NA
"1882",1882,1882,"Rev2_20211123/Aune_003_33/IMG_0025.MP4","2021:11:18 13:48:34+01:00","10","MP4",NA,1920,1080,NA
"1883",1883,1883,"Rev2_20211123/Aune_003_33/IMG_0026.MP4","2021:11:18 13:52:54+01:00","10","MP4",NA,1920,1080,NA
"1884",1884,1884,"Rev2_20211123/Aune_003_33/IMG_0027.MP4","2021:11:18 13:58:00+01:00","10","MP4",NA,1920,1080,NA
"1885",1885,1885,"Rev2_20211123/Aune_003_33/IMG_0028.MP4","2021:11:18 13:58:20+01:00","10","MP4",NA,1920,1080,NA
"1886",1886,1886,"Rev2_20211123/Aune_003_33/IMG_0029.MP4","2021:11:18 14:10:52+01:00","10","MP4",NA,1920,1080,NA
"1887",1887,1887,"Rev2_20211123/Aune_003_33/IMG_0030.MP4","2021:11:18 14:11:28+01:00","10","MP4",NA,1920,1080,NA
"1888",1888,1888,"Rev2_20211123/Aune_003_33/IMG_0031.MP4","2021:11:18 14:25:48+01:00","10","MP4",NA,1920,1080,NA
"1889",1889,1889,"Rev2_20211123/Aune_003_33/IMG_0032.MP4","2021:11:18 14:41:40+01:00","10","MP4",NA,1920,1080,NA
"1890",1890,1890,"Rev2_20211123/Aune_003_33/IMG_0033.MP4","2021:11:19 13:27:06+01:00","10","MP4",NA,1920,1080,NA
"1891",1891,1891,"Rev2_20211123/Aune_003_33/IMG_0034.MP4","2021:11:19 13:30:08+01:00","10","MP4",NA,1920,1080,NA
"1892",1892,1892,"Rev2_20211123/Aune_003_33/IMG_0035.MP4","2021:11:19 13:30:32+01:00","17.25","MP4",NA,1920,1080,NA
"1893",1893,1893,"Rev2_20211123/Aune_003_33/IMG_0036.MP4","2021:11:19 13:31:32+01:00","10","MP4",NA,1920,1080,NA
"1894",1894,1894,"Rev2_20211123/Aune_003_33/IMG_0037.MP4","2021:11:19 13:31:52+01:00","17.25","MP4",NA,1920,1080,NA
"1895",1895,1895,"Rev2_20211123/Aune_003_33/IMG_0038.MP4","2021:11:19 13:32:04+01:00","10","MP4",NA,1920,1080,NA
"1896",1896,1896,"Rev2_20211123/Aune_003_33/IMG_0039.MP4","2021:11:19 13:36:32+01:00","10","MP4",NA,1920,1080,NA
"1897",1897,1897,"Rev2_20211123/Aune_003_33/IMG_0040.MP4","2021:11:19 13:37:10+01:00","10","MP4",NA,1920,1080,NA
"1898",1898,1898,"Rev2_20211123/Aune_003_33/IMG_0041.MP4","2021:11:19 13:37:26+01:00","10","MP4",NA,1920,1080,NA
"1899",1899,1899,"Rev2_20211123/Aune_003_33/IMG_0042.MP4","2021:11:19 13:37:52+01:00","10","MP4",NA,1920,1080,NA
"1900",1900,1900,"Rev2_20211123/Aune_003_33/IMG_0043.MP4","2021:11:19 13:38:48+01:00","10","MP4",NA,1920,1080,NA
"1901",1901,1901,"Rev2_20211123/Aune_003_33/IMG_0044.MP4","2021:11:19 13:39:06+01:00","10","MP4",NA,1920,1080,NA
"1902",1902,1902,"Rev2_20211123/Aune_003_33/IMG_0045.MP4","2021:11:19 13:39:24+01:00","10","MP4",NA,1920,1080,NA
"1903",1903,1903,"Rev2_20211123/Aune_003_33/IMG_0046.MP4","2021:11:19 13:39:38+01:00","10","MP4",NA,1920,1080,NA
"1904",1904,1904,"Rev2_20211123/Aune_003_33/IMG_0047.MP4","2021:11:19 13:40:50+01:00","10","MP4",NA,1920,1080,NA
"1905",1905,1905,"Rev2_20211123/Aune_003_33/IMG_0048.MP4","2021:11:19 13:41:04+01:00","10","MP4",NA,1920,1080,NA
"1906",1906,1906,"Rev2_20211123/Aune_003_33/IMG_0049.MP4","2021:11:19 13:42:32+01:00","10","MP4",NA,1920,1080,NA
"1907",1907,1907,"Rev2_20211123/Aune_003_33/IMG_0050.MP4","2021:11:19 13:42:52+01:00","10","MP4",NA,1920,1080,NA
"1908",1908,1908,"Rev2_20211123/Aune_003_33/IMG_0051.MP4","2021:11:19 13:43:14+01:00","10","MP4",NA,1920,1080,NA
"1909",1909,1909,"Rev2_20211123/Aune_003_33/IMG_0052.MP4","2021:11:19 13:43:56+01:00","17.25","MP4",NA,1920,1080,NA
"1910",1910,1910,"Rev2_20211123/Aune_003_33/IMG_0053.MP4","2021:11:19 13:44:40+01:00","10","MP4",NA,1920,1080,NA
"1911",1911,1911,"Rev2_20211123/Aune_003_33/IMG_0054.MP4","2021:11:19 13:45:00+01:00","10","MP4",NA,1920,1080,NA
"1912",1912,1912,"Rev2_20211123/Aune_003_33/IMG_0055.MP4","2021:11:19 13:45:18+01:00","10","MP4",NA,1920,1080,NA
"1913",1913,1913,"Rev2_20211123/Aune_003_33/IMG_0056.MP4","2021:11:19 13:45:42+01:00","10","MP4",NA,1920,1080,NA
"1914",1914,1914,"Rev2_20211123/Aune_003_33/IMG_0057.MP4","2021:11:19 13:46:12+01:00","10","MP4",NA,1920,1080,NA
"1915",1915,1915,"Rev2_20211123/Aune_003_33/IMG_0058.MP4","2021:11:19 13:46:32+01:00","10","MP4",NA,1920,1080,NA
"1916",1916,1916,"Rev2_20211123/Aune_003_33/IMG_0059.MP4","2021:11:19 13:46:48+01:00","10","MP4",NA,1920,1080,NA
"1917",1917,1917,"Rev2_20211123/Aune_003_33/IMG_0060.MP4","2021:11:19 13:50:30+01:00","10","MP4",NA,1920,1080,NA
"1918",1918,1918,"Rev2_20211123/Aune_003_33/IMG_0061.MP4","2021:11:19 13:50:42+01:00","10","MP4",NA,1920,1080,NA
"1919",1919,1919,"Rev2_20211123/Aune_003_33/IMG_0062.MP4","2021:11:19 13:57:56+01:00","10","MP4",NA,1920,1080,NA
"1920",1920,1920,"Rev2_20211123/Aune_003_33/IMG_0063.MP4","2021:11:19 14:04:04+01:00","10","MP4",NA,1920,1080,NA
"1921",1921,1921,"Rev2_20211123/Aune_003_33/IMG_0064.MP4","2021:11:19 14:05:40+01:00","10","MP4",NA,1920,1080,NA
"1922",1922,1922,"Rev2_20211123/Aune_003_33/IMG_0065.MP4","2021:11:19 14:07:00+01:00","10","MP4",NA,1920,1080,NA
"1923",1923,1923,"Rev2_20211123/Aune_003_33/IMG_0066.MP4","2021:11:19 14:09:38+01:00","10","MP4",NA,1920,1080,NA
"1924",1924,1924,"Rev2_20211123/Aune_003_33/IMG_0067.MP4","2021:11:19 14:13:15+01:00","10","MP4",NA,1920,1080,NA
"1925",1925,1925,"Rev2_20211123/Aune_003_33/IMG_0068.MP4","2021:11:19 14:14:02+01:00","10","MP4",NA,1920,1080,NA
"1926",1926,1926,"Rev2_20211123/Aune_003_33/IMG_0069.MP4","2021:11:19 14:18:38+01:00","10","MP4",NA,1920,1080,NA
"1927",1927,1927,"Rev2_20211123/Aune_003_33/IMG_0070.MP4","2021:11:19 14:19:16+01:00","10","MP4",NA,1920,1080,NA
"1928",1928,1928,"Rev2_20211123/Aune_003_33/IMG_0071.MP4","2021:11:19 14:19:42+01:00","10","MP4",NA,1920,1080,NA
"1929",1929,1929,"Rev2_20211123/Aune_003_33/IMG_0072.MP4","2021:11:19 14:22:24+01:00","10","MP4",NA,1920,1080,NA
"1930",1930,1930,"Rev2_20211123/Aune_003_33/IMG_0073.MP4","2021:11:19 14:22:46+01:00","10","MP4",NA,1920,1080,NA
"1931",1931,1931,"Rev2_20211123/Aune_003_33/IMG_0074.MP4","2021:11:19 14:24:04+01:00","10","MP4",NA,1920,1080,NA
"1932",1932,1932,"Rev2_20211123/Aune_003_33/IMG_0075.MP4","2021:11:19 14:24:20+01:00","10","MP4",NA,1920,1080,NA
"1933",1933,1933,"Rev2_20211123/Aune_003_33/IMG_0076.MP4","2021:11:19 14:24:32+01:00","10","MP4",NA,1920,1080,NA
"1934",1934,1934,"Rev2_20211123/Aune_003_33/IMG_0077.MP4","2021:11:19 14:27:36+01:00","19.25","MP4",NA,1920,1080,NA
"1935",1935,1935,"Rev2_20211123/Aune_003_33/IMG_0078.MP4","2021:11:19 14:27:54+01:00","10","MP4",NA,1920,1080,NA
"1936",1936,1936,"Rev2_20211123/Aune_003_33/IMG_0079.MP4","2021:11:19 14:30:30+01:00","10","MP4",NA,1920,1080,NA
"1937",1937,1937,"Rev2_20211123/Aune_003_33/IMG_0080.MP4","2021:11:19 14:32:56+01:00","10","MP4",NA,1920,1080,NA
"1938",1938,1938,"Rev2_20211123/Aune_003_33/IMG_0081.MP4","2021:11:19 14:33:40+01:00","10","MP4",NA,1920,1080,NA
"1939",1939,1939,"Rev2_20211123/Aune_003_33/IMG_0082.MP4","2021:11:19 14:35:12+01:00","17.25","MP4",NA,1920,1080,NA
"1940",1940,1940,"Rev2_20211123/Aune_003_33/IMG_0083.MP4","2021:11:19 14:35:40+01:00","10","MP4",NA,1920,1080,NA
"1941",1941,1941,"Rev2_20211123/Aune_003_33/IMG_0084.MP4","2021:11:19 14:40:28+01:00","10","MP4",NA,1920,1080,NA
"1942",1942,1942,"Rev2_20211123/Aune_003_33/IMG_0085.MP4","2021:11:19 14:40:40+01:00","10","MP4",NA,1920,1080,NA
"1943",1943,1943,"Rev2_20211123/Aune_003_33/IMG_0086.MP4","2021:11:19 14:46:36+01:00","10","MP4",NA,1920,1080,NA
"1944",1944,1944,"Rev2_20211123/Aune_003_33/IMG_0087.MP4","2021:11:19 14:47:34+01:00","18.25","MP4",NA,1920,1080,NA
"1945",1945,1945,"Rev2_20211123/Aune_003_33/IMG_0088.MP4","2021:11:19 14:51:52+01:00","10","MP4",NA,1920,1080,NA
"1946",1946,1946,"Rev2_20211123/Aune_003_33/IMG_0089.MP4","2021:11:19 14:54:42+01:00","10","MP4",NA,1920,1080,NA
"1947",1947,1947,"Rev2_20211123/Aune_003_33/IMG_0090.MP4","2021:11:19 14:55:02+01:00","10","MP4",NA,1920,1080,NA
"1948",1948,1948,"Rev2_20211123/Aune_003_33/IMG_0091.MP4","2021:11:19 14:55:22+01:00","10","MP4",NA,1920,1080,NA
"1949",1949,1949,"Rev2_20211123/Aune_003_33/IMG_0092.MP4","2021:11:19 14:56:44+01:00","18.25","MP4",NA,1920,1080,NA
"1950",1950,1950,"Rev2_20211123/Aune_003_33/IMG_0093.MP4","2021:11:19 15:05:08+01:00","10","MP4",NA,1920,1080,NA
"1951",1951,1951,"Rev2_20211123/Aune_003_33/IMG_0094.MP4","2021:11:19 15:05:42+01:00","10","MP4",NA,1920,1080,NA
"1952",1952,1952,"Rev2_20211123/Aune_003_33/IMG_0095.MP4","2021:11:19 15:07:20+01:00","10","MP4",NA,1920,1080,NA
"1953",1953,1953,"Rev2_20211123/Aune_003_33/IMG_0096.MP4","2021:11:19 15:07:54+01:00","10","MP4",NA,1920,1080,NA
"1954",1954,1954,"Rev2_20211123/Aune_003_33/IMG_0097.MP4","2021:11:19 15:08:38+01:00","10","MP4",NA,1920,1080,NA
"1955",1955,1955,"Rev2_20211123/Aune_003_33/IMG_0098.MP4","2021:11:19 15:10:38+01:00","10","MP4",NA,1920,1080,NA
"1956",1956,1956,"Rev2_20211123/Aune_003_33/IMG_0099.MP4","2021:11:19 15:11:17+01:00","10","MP4",NA,1920,1080,NA
"1957",1957,1957,"Rev2_20211123/Aune_003_33/IMG_0100.MP4","2021:11:19 15:20:20+01:00","10","MP4",NA,1920,1080,NA
"1958",1958,1958,"Rev2_20211123/Aune_003_33/IMG_0101.MP4","2021:11:19 16:17:48+01:00","10","MP4",NA,1920,1080,NA
"1959",1959,1959,"Rev2_20211123/Aune_003_33/IMG_0102.MP4","2021:11:21 05:28:06+01:00","10","MP4",NA,1920,1080,NA
"1960",1960,1960,"Rev2_20211123/Aune_003_33/IMG_0103.MP4","2021:11:21 16:00:38+01:00","10","MP4",NA,1920,1080,NA
"1961",1961,1961,"Rev2_20211123/Aune_003_33/IMG_0104.MP4","2021:11:22 08:25:39+01:00","10","MP4",NA,1920,1080,NA
"1962",1962,1962,"Rev2_20211123/Aune_003_33/IMG_0105.MP4","2021:11:22 14:26:44+01:00","10","MP4",NA,1920,1080,NA
"1963",1963,1963,"Rev2_20211123/Aune_003_33/IMG_0106.MP4","2021:11:23 03:01:42+01:00","1.25","MP4",NA,1920,1080,NA
"1964",1964,1964,"Rev2_20211123/Aune_003_33/IMG_0107.MP4","2021:11:23 13:13:38+01:00","0.25","MP4",NA,1920,1080,NA
"1965",1965,1965,"Rev3_20211121/Aune004/IMG_0001.AVI","2021:11:23 14:06:14+01:00","0.699993","AVI","30.000300003",1296,720,"MJPG"
"1966",1966,1966,"Rev3_20211121/Aune004/IMG_0002.AVI","2021:11:23 14:06:40+01:00","10.499895","AVI","30.000300003",1296,720,"MJPG"
"1967",1967,1967,"Rev3_20211121/Aune004/IMG_0003.AVI","2021:11:23 14:07:00+01:00","10.566561","AVI","30.000300003",1296,720,"MJPG"
"1968",1968,1968,"Rev3_20211121/Aune004/IMG_0004.AVI","2021:11:23 14:08:30+01:00","16.799832","AVI","30.000300003",1296,720,"MJPG"
"1969",1969,1969,"Rev3_20211121/Aune004/IMG_0005.AVI","2021:11:23 14:10:10+01:00","55.66611","AVI","30.000300003",1296,720,"MJPG"
"1970",1970,1970,"Rev3_20211121/Aune004/IMG_0006.AVI","2021:11:23 14:10:32+01:00","18.966477","AVI","30.000300003",1296,720,"MJPG"
"1971",1971,1971,"Rev3_20211121/Aune004/IMG_0007.AVI","2021:11:23 14:11:10+01:00","10.533228","AVI","30.000300003",1296,720,"MJPG"
"1972",1972,1972,"Rev3_20211121/Aune004/IMG_0008.AVI","2021:11:23 14:12:48+01:00","32.533008","AVI","30.000300003",1296,720,"MJPG"
"1973",1973,1973,"Rev3_20211121/Aune004/IMG_0009.AVI","2021:11:23 14:13:08+01:00","10.533228","AVI","30.000300003",1296,720,"MJPG"
"1974",1974,1974,"Rev3_20211121/Aune004/IMG_0010.AVI","2021:11:23 14:13:34+01:00","17.866488","AVI","30.000300003",1296,720,"MJPG"
"1975",1975,1975,"Rev3_20211121/Aune004/IMG_0011.AVI","2021:11:23 14:14:10+01:00","16.833165","AVI","30.000300003",1296,720,"MJPG"
"1976",1976,1976,"Rev3_20211121/Aune004/IMG_0012.AVI","2021:11:23 14:14:44+01:00","10.499895","AVI","30.000300003",1296,720,"MJPG"
"1977",1977,1977,"Rev3_20211121/Aune004/IMG_0013.AVI","2021:11:23 14:16:16+01:00","20.99979","AVI","30.000300003",1296,720,"MJPG"
"1978",1978,1978,"Rev3_20211121/Aune004/IMG_0014.AVI","2021:11:23 14:16:46+01:00","16.833165","AVI","30.000300003",1296,720,"MJPG"
